"","year","julian","site","bay","species","length","cod.cpue","pollock.cpue","temperature"
"1811",2007,207,"Eelgrass West","Cook Bay","pcod",51,1,0,9.7
"1812",2007,207,"Eelgrass West","Cook Bay","pcod",50,1,0,9.7
"1813",2007,207,"Eelgrass West","Cook Bay","pcod",50,1,0,9.7
"1814",2007,207,"Eelgrass West","Cook Bay","pcod",55,1,0,9.7
"1815",2007,207,"Eelgrass West","Cook Bay","pcod",56,1,0,9.7
"1816",2007,207,"Eelgrass West","Cook Bay","pcod",51,1,0,9.7
"1817",2007,207,"Eelgrass West","Cook Bay","pcod",52,1,0,9.7
"1818",2007,207,"Eelgrass West","Cook Bay","pcod",51,1,0,9.7
"1819",2007,207,"Eelgrass West","Cook Bay","pcod",54,1,0,9.7
"1820",2007,207,"Eelgrass West","Cook Bay","pcod",62,1,0,9.7
"1821",2007,207,"Eelgrass West","Cook Bay","pcod",60,1,0,9.7
"1822",2007,207,"Eelgrass West","Cook Bay","pcod",55,1,0,9.7
"1823",2007,207,"Eelgrass West","Cook Bay","pcod",47,1,0,9.7
"1824",2007,207,"Eelgrass West","Cook Bay","pcod",45,1,0,9.7
"1825",2007,207,"Eelgrass West","Cook Bay","pcod",47,1,0,9.7
"1826",2007,207,"Eelgrass West","Cook Bay","pcod",46,1,0,9.7
"1827",2007,207,"Eelgrass West","Cook Bay","pcod",54,1,0,9.7
"1828",2007,207,"Eelgrass West","Cook Bay","pcod",53,1,0,9.7
"1829",2007,207,"Eelgrass West","Cook Bay","pcod",48,1,0,9.7
"1830",2007,207,"Eelgrass West","Cook Bay","pcod",56,1,0,9.7
"1831",2007,207,"Eelgrass West","Cook Bay","pcod",51,1,0,9.7
"1832",2007,207,"Eelgrass West","Cook Bay","pcod",51,1,0,9.7
"1833",2007,207,"Eelgrass West","Cook Bay","pcod",57,1,0,9.7
"1834",2007,207,"Eelgrass West","Cook Bay","pcod",53,1,0,9.7
"1835",2007,207,"Eelgrass West","Cook Bay","pcod",61,1,0,9.7
"1836",2007,207,"Eelgrass West","Cook Bay","pcod",57,1,0,9.7
"1837",2007,207,"Eelgrass West","Cook Bay","pcod",40,1,0,9.7
"1838",2007,207,"Eelgrass West","Cook Bay","pcod",55,1,0,9.7
"1839",2007,207,"Eelgrass West","Cook Bay","pcod",41,1,0,9.7
"1840",2007,207,"Eelgrass West","Cook Bay","pcod",47,1,0,9.7
"1841",2007,207,"Eelgrass West","Cook Bay","pcod",47,1,0,9.7
"1842",2007,207,"Eelgrass West","Cook Bay","pcod",49,1,0,9.7
"1843",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",49,169,0,9.4
"1844",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",31,169,0,9.4
"1845",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",47,169,0,9.4
"1846",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",50,169,0,9.4
"1847",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",52,169,0,9.4
"1848",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",46,169,0,9.4
"1849",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",49,169,0,9.4
"1850",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",47,169,0,9.4
"1851",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",54,169,0,9.4
"1852",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",52,169,0,9.4
"1853",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",47,169,0,9.4
"1854",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",43,169,0,9.4
"1855",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",37,169,0,9.4
"1856",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",44,169,0,9.4
"1857",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",46,169,0,9.4
"1858",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",51,169,0,9.4
"1859",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",34,169,0,9.4
"1860",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",49,169,0,9.4
"1861",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",45,169,0,9.4
"1862",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",45,169,0,9.4
"1863",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",44,169,0,9.4
"1864",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",48,169,0,9.4
"1865",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",47,169,0,9.4
"1866",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",42,169,0,9.4
"1867",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",36,169,0,9.4
"1868",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",39,169,0,9.4
"1869",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",37,169,0,9.4
"1870",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",49,169,0,9.4
"1871",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",48,169,0,9.4
"1872",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",41,169,0,9.4
"1873",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",47,169,0,9.4
"1874",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",39,169,0,9.4
"1875",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",43,169,0,9.4
"1876",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",34,169,0,9.4
"1877",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",41,169,0,9.4
"1878",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",43,169,0,9.4
"1879",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",34,169,0,9.4
"1880",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",40,169,0,9.4
"1881",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",30,169,0,9.4
"1882",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",37,169,0,9.4
"1883",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",34,169,0,9.4
"1884",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",33,169,0,9.4
"1885",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",48,169,0,9.4
"1886",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",44,169,0,9.4
"1887",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",47,169,0,9.4
"1888",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",46,169,0,9.4
"1889",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",40,169,0,9.4
"1890",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",45,169,0,9.4
"1891",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",47,169,0,9.4
"1892",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",40,169,0,9.4
"1893",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",31,169,0,9.4
"1894",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",42,169,0,9.4
"1895",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",38,169,0,9.4
"1896",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",50,169,0,9.4
"1897",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",41,169,0,9.4
"1898",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",40,169,0,9.4
"1899",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",39,169,0,9.4
"1900",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",46,169,0,9.4
"1901",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",47,169,0,9.4
"1902",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",40,169,0,9.4
"1903",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",51,169,0,9.4
"1904",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",41,169,0,9.4
"1905",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",38,169,0,9.4
"1906",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",50,169,0,9.4
"1907",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",36,169,0,9.4
"1908",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",43,169,0,9.4
"1909",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",45,169,0,9.4
"1910",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",41,169,0,9.4
"1911",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",37,169,0,9.4
"1912",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",46,169,0,9.4
"1913",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",36,169,0,9.4
"1914",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",44,169,0,9.4
"1915",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",47,169,0,9.4
"1916",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",50,169,0,9.4
"1917",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",48,169,0,9.4
"1918",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",40,169,0,9.4
"1919",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",36,169,0,9.4
"1920",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",37,169,0,9.4
"1921",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",48,169,0,9.4
"1922",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",45,169,0,9.4
"1923",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",33,169,0,9.4
"1924",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",39,169,0,9.4
"1925",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",46,169,0,9.4
"1926",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",36,169,0,9.4
"1927",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",41,169,0,9.4
"1928",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",40,169,0,9.4
"1929",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",50,169,0,9.4
"1930",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",49,169,0,9.4
"1931",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",42,169,0,9.4
"1932",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",47,169,0,9.4
"1933",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",39,169,0,9.4
"1934",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",41,169,0,9.4
"1935",2008,196,"Eelgrass Point","Anton Larson Bay","pcod",35,169,0,9.4
"1936",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",72,15,5,10.9
"1937",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",66,15,5,10.9
"1938",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",66,15,5,10.9
"1939",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",61,15,5,10.9
"1940",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",79,15,5,10.9
"1941",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",72,15,5,10.9
"1942",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",79,15,5,10.9
"1943",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",77,15,5,10.9
"1944",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",66,15,5,10.9
"1945",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",76,15,5,10.9
"1946",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",80,15,5,10.9
"1947",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",72,15,5,10.9
"1948",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",72,15,5,10.9
"1949",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",76,15,5,10.9
"1950",2008,236,"Eelgrass patches","Anton Larson Bay","pcod",55,15,5,10.9
"1951",2008,236,"Cobble Point","Anton Larson Bay","pcod",61,25,1,10.9
"1952",2008,236,"Cobble Point","Anton Larson Bay","pcod",62,25,1,10.9
"1953",2008,236,"Cobble Point","Anton Larson Bay","pcod",64,25,1,10.9
"1954",2008,236,"Cobble Point","Anton Larson Bay","pcod",60,25,1,10.9
"1955",2008,236,"Cobble Point","Anton Larson Bay","pcod",56,25,1,10.9
"1956",2008,236,"Cobble Point","Anton Larson Bay","pcod",79,25,1,10.9
"1957",2008,236,"Cobble Point","Anton Larson Bay","pcod",53,25,1,10.9
"1958",2008,236,"Cobble Point","Anton Larson Bay","pcod",66,25,1,10.9
"1959",2008,236,"Cobble Point","Anton Larson Bay","pcod",64,25,1,10.9
"1960",2008,236,"Cobble Point","Anton Larson Bay","pcod",67,25,1,10.9
"1961",2008,236,"Cobble Point","Anton Larson Bay","pcod",59,25,1,10.9
"1962",2008,236,"Cobble Point","Anton Larson Bay","pcod",63,25,1,10.9
"1963",2008,236,"Cobble Point","Anton Larson Bay","pcod",76,25,1,10.9
"1964",2008,236,"Cobble Point","Anton Larson Bay","pcod",75,25,1,10.9
"1965",2008,236,"Cobble Point","Anton Larson Bay","pcod",64,25,1,10.9
"1966",2008,236,"Cobble Point","Anton Larson Bay","pcod",57,25,1,10.9
"1967",2008,236,"Cobble Point","Anton Larson Bay","pcod",62,25,1,10.9
"1968",2008,236,"Cobble Point","Anton Larson Bay","pcod",47,25,1,10.9
"1969",2008,236,"Cobble Point","Anton Larson Bay","pcod",72,25,1,10.9
"1970",2008,236,"Cobble Point","Anton Larson Bay","pcod",71,25,1,10.9
"1971",2008,236,"Cobble Point","Anton Larson Bay","pcod",66,25,1,10.9
"1972",2008,236,"Cobble Point","Anton Larson Bay","pcod",68,25,1,10.9
"1973",2008,236,"Cobble Point","Anton Larson Bay","pcod",67,25,1,10.9
"1974",2008,236,"Cobble Point","Anton Larson Bay","pcod",71,25,1,10.9
"1975",2008,236,"Cobble Point","Anton Larson Bay","pcod",68,25,1,10.9
"1976",2008,240,"Eelgrass South","Cook Bay","pcod",79,30,0,10.3
"1977",2008,240,"Eelgrass South","Cook Bay","pcod",80,30,0,10.3
"1978",2008,240,"Eelgrass South","Cook Bay","pcod",93,30,0,10.3
"1979",2008,240,"Eelgrass South","Cook Bay","pcod",94,30,0,10.3
"1980",2008,240,"Eelgrass South","Cook Bay","pcod",85,30,0,10.3
"1981",2008,240,"Eelgrass South","Cook Bay","pcod",82,30,0,10.3
"1982",2008,240,"Eelgrass South","Cook Bay","pcod",78,30,0,10.3
"1983",2008,240,"Eelgrass South","Cook Bay","pcod",82,30,0,10.3
"1984",2008,240,"Eelgrass South","Cook Bay","pcod",71,30,0,10.3
"1985",2008,240,"Eelgrass South","Cook Bay","pcod",86,30,0,10.3
"1986",2008,240,"Eelgrass South","Cook Bay","pcod",89,30,0,10.3
"1987",2008,240,"Eelgrass South","Cook Bay","pcod",84,30,0,10.3
"1988",2008,240,"Eelgrass South","Cook Bay","pcod",85,30,0,10.3
"1989",2008,240,"Eelgrass South","Cook Bay","pcod",74,30,0,10.3
"1990",2008,240,"Eelgrass South","Cook Bay","pcod",79,30,0,10.3
"1991",2008,240,"Eelgrass South","Cook Bay","pcod",92,30,0,10.3
"1992",2008,240,"Eelgrass South","Cook Bay","pcod",82,30,0,10.3
"1993",2008,240,"Eelgrass South","Cook Bay","pcod",86,30,0,10.3
"1994",2008,240,"Eelgrass South","Cook Bay","pcod",86,30,0,10.3
"1995",2008,240,"Eelgrass South","Cook Bay","pcod",77,30,0,10.3
"1996",2008,240,"Eelgrass South","Cook Bay","pcod",56,30,0,10.3
"1997",2008,240,"Eelgrass South","Cook Bay","pcod",95,30,0,10.3
"1998",2008,240,"Eelgrass South","Cook Bay","pcod",83,30,0,10.3
"1999",2008,240,"Eelgrass South","Cook Bay","pcod",84,30,0,10.3
"2000",2008,240,"Eelgrass South","Cook Bay","pcod",85,30,0,10.3
"2001",2008,240,"Eelgrass South","Cook Bay","pcod",84,30,0,10.3
"2002",2008,240,"Eelgrass South","Cook Bay","pcod",72,30,0,10.3
"2003",2008,240,"Eelgrass South","Cook Bay","pcod",73,30,0,10.3
"2004",2008,240,"Eelgrass South","Cook Bay","pcod",76,30,0,10.3
"2005",2008,240,"Eelgrass South","Cook Bay","pcod",79,30,0,10.3
"2006",2008,240,"Eelgrass South","Cook Bay","pcod",76,30,0,10.3
"2007",2008,240,"Laminaria North","Cook Bay","pcod",84,4,0,10.8
"2008",2008,240,"Laminaria North","Cook Bay","pcod",97,4,0,10.8
"2009",2008,240,"Laminaria North","Cook Bay","pcod",94,4,0,10.8
"2010",2008,240,"Laminaria North","Cook Bay","pcod",87,4,0,10.8
"2011",2008,240,"Laminaria East","Cook Bay","pcod",97,7,0,10.4
"2012",2008,240,"Laminaria East","Cook Bay","pcod",88,7,0,10.4
"2013",2008,240,"Laminaria East","Cook Bay","pcod",86,7,0,10.4
"2014",2008,240,"Laminaria East","Cook Bay","pcod",79,7,0,10.4
"2015",2008,240,"Laminaria East","Cook Bay","pcod",89,7,0,10.4
"2016",2008,240,"Laminaria East","Cook Bay","pcod",82,7,0,10.4
"2017",2008,240,"Laminaria East","Cook Bay","pcod",92,7,0,10.4
"2018",2008,240,"Eelgrass West","Cook Bay","pcod",105,21,0,10.9
"2019",2008,240,"Eelgrass West","Cook Bay","pcod",94,21,0,10.9
"2020",2008,240,"Eelgrass West","Cook Bay","pcod",86,21,0,10.9
"2021",2008,240,"Eelgrass West","Cook Bay","pcod",84,21,0,10.9
"2022",2008,240,"Eelgrass West","Cook Bay","pcod",72,21,0,10.9
"2023",2008,240,"Eelgrass West","Cook Bay","pcod",80,21,0,10.9
"2024",2008,240,"Eelgrass West","Cook Bay","pcod",98,21,0,10.9
"2025",2008,240,"Eelgrass West","Cook Bay","pcod",88,21,0,10.9
"2026",2008,240,"Eelgrass West","Cook Bay","pcod",74,21,0,10.9
"2027",2008,240,"Eelgrass West","Cook Bay","pcod",81,21,0,10.9
"2028",2008,240,"Eelgrass West","Cook Bay","pcod",70,21,0,10.9
"2029",2008,240,"Eelgrass West","Cook Bay","pcod",82,21,0,10.9
"2030",2008,240,"Eelgrass West","Cook Bay","pcod",62,21,0,10.9
"2031",2008,240,"Eelgrass West","Cook Bay","pcod",85,21,0,10.9
"2032",2008,240,"Eelgrass West","Cook Bay","pcod",95,21,0,10.9
"2033",2008,240,"Eelgrass West","Cook Bay","pcod",76,21,0,10.9
"2034",2008,240,"Eelgrass West","Cook Bay","pcod",90,21,0,10.9
"2035",2008,240,"Eelgrass West","Cook Bay","pcod",97,21,0,10.9
"2036",2008,240,"Eelgrass West","Cook Bay","pcod",90,21,0,10.9
"2037",2008,240,"Eelgrass West","Cook Bay","pcod",86,21,0,10.9
"2038",2008,240,"Eelgrass West","Cook Bay","pcod",92,21,0,10.9
"2039",2009,194,"Laminaria Point","Anton Larson Bay","pcod",50,2,0,13.9
"2040",2009,194,"Laminaria Point","Anton Larson Bay","pcod",33,2,0,13.9
"2041",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",44,96,0,12.2
"2042",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",39,96,0,12.2
"2043",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",44,96,0,12.2
"2044",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",42,96,0,12.2
"2045",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",44,96,0,12.2
"2046",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",43,96,0,12.2
"2047",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",43,96,0,12.2
"2048",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",33,96,0,12.2
"2049",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",52,96,0,12.2
"2050",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",44,96,0,12.2
"2051",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",43,96,0,12.2
"2052",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",45,96,0,12.2
"2053",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",35,96,0,12.2
"2054",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",44,96,0,12.2
"2055",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",55,96,0,12.2
"2056",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",43,96,0,12.2
"2057",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",46,96,0,12.2
"2058",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",46,96,0,12.2
"2059",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",52,96,0,12.2
"2060",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",39,96,0,12.2
"2061",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",52,96,0,12.2
"2062",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",52,96,0,12.2
"2063",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",40,96,0,12.2
"2064",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",38,96,0,12.2
"2065",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",42,96,0,12.2
"2066",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",48,96,0,12.2
"2067",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",47,96,0,12.2
"2068",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",35,96,0,12.2
"2069",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",44,96,0,12.2
"2070",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",47,96,0,12.2
"2071",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",44,96,0,12.2
"2072",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",43,96,0,12.2
"2073",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",36,96,0,12.2
"2074",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",49,96,0,12.2
"2075",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",42,96,0,12.2
"2076",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",37,96,0,12.2
"2077",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",40,96,0,12.2
"2078",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",41,96,0,12.2
"2079",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",38,96,0,12.2
"2080",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",38,96,0,12.2
"2081",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",37,96,0,12.2
"2082",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",38,96,0,12.2
"2083",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",49,96,0,12.2
"2084",2009,195,"Eelgrass patches","Anton Larson Bay","pcod",34,96,0,12.2
"2085",2009,195,"Eelgrass Point","Anton Larson Bay","pcod",46,8,0,11.1
"2086",2009,195,"Eelgrass Point","Anton Larson Bay","pcod",38,8,0,11.1
"2087",2009,195,"Eelgrass Point","Anton Larson Bay","pcod",41,8,0,11.1
"2088",2009,195,"Eelgrass Point","Anton Larson Bay","pcod",53,8,0,11.1
"2089",2009,195,"Eelgrass Point","Anton Larson Bay","pcod",46,8,0,11.1
"2090",2009,195,"Eelgrass Point","Anton Larson Bay","pcod",45,8,0,11.1
"2091",2009,195,"Eelgrass Point","Anton Larson Bay","pcod",36,8,0,11.1
"2092",2009,195,"Eelgrass Point","Anton Larson Bay","pcod",37,8,0,11.1
"2093",2009,196,"Middle cove","Cook Bay","pcod",44,1,0,12.4
"2094",2009,196,"Middle cove","Cook Bay","pcod",44,0,0,11.5
"2095",2009,196,"Bare North","Cook Bay","pcod",38,1,0,12.3
"2096",2009,196,"Bare North","Cook Bay","pcod",38,0,0,11.7
"2097",2009,196,"Eelgrass South","Cook Bay","pcod",49,41,0,11.2
"2098",2009,196,"Eelgrass South","Cook Bay","pcod",49,26,1,11.6
"2099",2009,196,"Eelgrass South","Cook Bay","pcod",48,41,0,11.2
"2100",2009,196,"Eelgrass South","Cook Bay","pcod",48,26,1,11.6
"2101",2009,196,"Eelgrass South","Cook Bay","pcod",48,41,0,11.2
"2102",2009,196,"Eelgrass South","Cook Bay","pcod",48,26,1,11.6
"2103",2009,196,"Eelgrass South","Cook Bay","pcod",48,41,0,11.2
"2104",2009,196,"Eelgrass South","Cook Bay","pcod",48,26,1,11.6
"2105",2009,196,"Eelgrass South","Cook Bay","pcod",45,41,0,11.2
"2106",2009,196,"Eelgrass South","Cook Bay","pcod",45,26,1,11.6
"2107",2009,196,"Eelgrass South","Cook Bay","pcod",43,41,0,11.2
"2108",2009,196,"Eelgrass South","Cook Bay","pcod",43,26,1,11.6
"2109",2009,196,"Eelgrass South","Cook Bay","pcod",45,41,0,11.2
"2110",2009,196,"Eelgrass South","Cook Bay","pcod",45,26,1,11.6
"2111",2009,196,"Eelgrass South","Cook Bay","pcod",44,41,0,11.2
"2112",2009,196,"Eelgrass South","Cook Bay","pcod",44,26,1,11.6
"2113",2009,196,"Eelgrass South","Cook Bay","pcod",52,41,0,11.2
"2114",2009,196,"Eelgrass South","Cook Bay","pcod",52,26,1,11.6
"2115",2009,196,"Eelgrass South","Cook Bay","pcod",43,41,0,11.2
"2116",2009,196,"Eelgrass South","Cook Bay","pcod",43,26,1,11.6
"2117",2009,196,"Eelgrass South","Cook Bay","pcod",43,41,0,11.2
"2118",2009,196,"Eelgrass South","Cook Bay","pcod",43,26,1,11.6
"2119",2009,196,"Eelgrass South","Cook Bay","pcod",50,41,0,11.2
"2120",2009,196,"Eelgrass South","Cook Bay","pcod",50,26,1,11.6
"2121",2009,196,"Eelgrass South","Cook Bay","pcod",50,41,0,11.2
"2122",2009,196,"Eelgrass South","Cook Bay","pcod",50,26,1,11.6
"2123",2009,196,"Eelgrass South","Cook Bay","pcod",45,41,0,11.2
"2124",2009,196,"Eelgrass South","Cook Bay","pcod",45,26,1,11.6
"2125",2009,196,"Eelgrass South","Cook Bay","pcod",48,41,0,11.2
"2126",2009,196,"Eelgrass South","Cook Bay","pcod",48,26,1,11.6
"2127",2009,196,"Eelgrass South","Cook Bay","pcod",46,41,0,11.2
"2128",2009,196,"Eelgrass South","Cook Bay","pcod",46,26,1,11.6
"2129",2009,196,"Eelgrass South","Cook Bay","pcod",49,41,0,11.2
"2130",2009,196,"Eelgrass South","Cook Bay","pcod",49,26,1,11.6
"2131",2009,196,"Eelgrass South","Cook Bay","pcod",48,41,0,11.2
"2132",2009,196,"Eelgrass South","Cook Bay","pcod",48,26,1,11.6
"2133",2009,196,"Eelgrass South","Cook Bay","pcod",43,41,0,11.2
"2134",2009,196,"Eelgrass South","Cook Bay","pcod",43,26,1,11.6
"2135",2009,196,"Eelgrass South","Cook Bay","pcod",51,41,0,11.2
"2136",2009,196,"Eelgrass South","Cook Bay","pcod",51,26,1,11.6
"2137",2009,196,"Eelgrass South","Cook Bay","pcod",49,41,0,11.2
"2138",2009,196,"Eelgrass South","Cook Bay","pcod",49,26,1,11.6
"2139",2009,196,"Eelgrass South","Cook Bay","pcod",44,41,0,11.2
"2140",2009,196,"Eelgrass South","Cook Bay","pcod",44,26,1,11.6
"2141",2009,196,"Eelgrass South","Cook Bay","pcod",44,41,0,11.2
"2142",2009,196,"Eelgrass South","Cook Bay","pcod",44,26,1,11.6
"2143",2009,196,"Eelgrass South","Cook Bay","pcod",45,41,0,11.2
"2144",2009,196,"Eelgrass South","Cook Bay","pcod",45,26,1,11.6
"2145",2009,196,"Eelgrass South","Cook Bay","pcod",37,41,0,11.2
"2146",2009,196,"Eelgrass South","Cook Bay","pcod",37,26,1,11.6
"2147",2009,196,"Eelgrass South","Cook Bay","pcod",43,41,0,11.2
"2148",2009,196,"Eelgrass South","Cook Bay","pcod",43,26,1,11.6
"2149",2009,196,"Eelgrass South","Cook Bay","pcod",42,41,0,11.2
"2150",2009,196,"Eelgrass South","Cook Bay","pcod",42,26,1,11.6
