Date,Station,Site,Bay,species,length,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,35,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,35,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,35,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,35,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,35,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,35,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,35,,
6/30/2026,664,Kil-6,Kiliuda,Pacific cod,35,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,35,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,35,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,35,,
7/18/2026,705,Mit-6,Mitrofania,Pacific cod,35,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,35,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,35,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,35,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,36,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,36,,
7/9/2026,679,BB-2,Balboa,Pacific cod,36,,
7/9/2026,678,BB-3,Balboa,Pacific cod,36,,
7/9/2026,678,BB-3,Balboa,Pacific cod,36,,
7/9/2026,680,BB-4,Balboa,Pacific cod,36,,
7/9/2026,681,BB-7,Balboa,Pacific cod,36,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,36,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,36,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,36,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,36,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,36,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,36,,
7/16/2026,700,Fox-2,Fox,Pacific cod,36,,
7/16/2026,698,Fox-3,Fox,Pacific cod,36,,
7/16/2026,698,Fox-3,Fox,Pacific cod,36,,
7/16/2026,696,Fox-4,Fox,Pacific cod,36,,
7/4/2026,676,Jap-1,Japanese ,Pacific cod,36,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,36,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,36,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,36,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,36,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,36,,
6/30/2026,660,Kil-1,Kiliuda,Pacific cod,36,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,36,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,36,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,36,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,36,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,36,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,36,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,37,,
7/9/2026,679,BB-2,Balboa,Pacific cod,37,,
7/9/2026,678,BB-3,Balboa,Pacific cod,37,,
7/9/2026,680,BB-4,Balboa,Pacific cod,37,,
7/9/2026,680,BB-4,Balboa,Pacific cod,37,,
7/9/2026,681,BB-7,Balboa,Pacific cod,37,,
7/9/2026,681,BB-7,Balboa,Pacific cod,37,,
7/9/2026,681,BB-7,Balboa,Pacific cod,37,,
6/16/2026,657,Eelgrass South,Cook,Pacific cod,37,,
6/16/2026,657,Eelgrass South,Cook,Pacific cod,37,,
6/16/2026,658,Eelgrass West,Cook,Pacific cod,37,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,37,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,37,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,37,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,37,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,37,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,37,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,37,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,37,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,37,,
7/16/2026,700,Fox-2,Fox,Pacific cod,37,,
7/16/2026,700,Fox-2,Fox,Pacific cod,37,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,37,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,37,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,37,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,37,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,37,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,37,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,37,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,37,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,37,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,37,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,38,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,38,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,38,,
7/9/2026,679,BB-2,Balboa,Pacific cod,38,,
7/9/2026,679,BB-2,Balboa,Pacific cod,38,,
7/9/2026,679,BB-2,Balboa,Pacific cod,38,,
7/9/2026,678,BB-3,Balboa,Pacific cod,38,,
7/9/2026,678,BB-3,Balboa,Pacific cod,38,,
7/9/2026,680,BB-4,Balboa,Pacific cod,38,,
7/9/2026,681,BB-7,Balboa,Pacific cod,38,,
7/9/2026,681,BB-7,Balboa,Pacific cod,38,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,38,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,38,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,38,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,38,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,38,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,38,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,38,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,38,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,38,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,38,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,38,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,38,,
7/16/2026,699,Fox-1,Fox,Pacific cod,38,,
7/16/2026,700,Fox-2,Fox,Pacific cod,38,,
7/16/2026,700,Fox-2,Fox,Pacific cod,38,,
7/16/2026,697,Fox-5,Fox,Pacific cod,38,,
7/4/2026,676,Jap-1,Japanese ,Pacific cod,38,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,38,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,38,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,38,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,38,,
7/2/2026,667,Kai-6,Kaiugnak,Pacific cod,38,,
6/30/2026,660,Kil-1,Kiliuda,Pacific cod,38,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,38,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,38,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,38,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,38,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,38,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,38,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,38,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,38,,
7/22/2026,711,AG-2,Agripina,Pacific cod,39,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,39,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,39,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,39,,
7/9/2026,679,BB-2,Balboa,Pacific cod,39,,
7/9/2026,679,BB-2,Balboa,Pacific cod,39,,
6/16/2026,657,Eelgrass South,Cook,Pacific cod,39,,
6/16/2026,658,Eelgrass West,Cook,Pacific cod,39,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,39,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,39,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,39,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,39,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,39,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,39,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,39,,
7/16/2026,699,Fox-1,Fox,Pacific cod,39,,
7/16/2026,696,Fox-4,Fox,Pacific cod,39,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,39,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,39,,
7/4/2026,677,Jap-5,Japanese ,Pacific cod,39,,
7/4/2026,677,Jap-5,Japanese ,Pacific cod,39,,
7/4/2026,677,Jap-5,Japanese ,Pacific cod,39,,
7/4/2026,677,Jap-5,Japanese ,Pacific cod,39,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,39,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,39,,
7/4/2026,672,Jap-7,Japanese ,Pacific cod,39,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,39,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,39,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,39,,
7/22/2026,712,AG-5,Agripina,Pacific cod,40,,
7/12/2026,691,Bar-1,Baralof,Pacific cod,40,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,40,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,40,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,40,,
7/9/2026,678,BB-3,Balboa,Pacific cod,40,,
7/9/2026,678,BB-3,Balboa,Pacific cod,40,,
7/9/2026,680,BB-4,Balboa,Pacific cod,40,,
7/9/2026,680,BB-4,Balboa,Pacific cod,40,,
7/9/2026,681,BB-7,Balboa,Pacific cod,40,,
7/9/2026,681,BB-7,Balboa,Pacific cod,40,,
7/9/2026,681,BB-7,Balboa,Pacific cod,40,,
7/9/2026,681,BB-7,Balboa,Pacific cod,40,,
7/9/2026,681,BB-7,Balboa,Pacific cod,40,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,40,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,40,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,40,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,40,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,40,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,40,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,40,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,40,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,40,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,40,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,40,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,40,,
7/16/2026,699,Fox-1,Fox,Pacific cod,40,,
7/16/2026,700,Fox-2,Fox,Pacific cod,40,,
7/16/2026,700,Fox-2,Fox,Pacific cod,40,,
7/16/2026,698,Fox-3,Fox,Pacific cod,40,,
7/16/2026,698,Fox-3,Fox,Pacific cod,40,,
7/16/2026,698,Fox-3,Fox,Pacific cod,40,,
7/16/2026,696,Fox-4,Fox,Pacific cod,40,,
7/16/2026,696,Fox-4,Fox,Pacific cod,40,,
7/16/2026,697,Fox-5,Fox,Pacific cod,40,,
7/16/2026,697,Fox-5,Fox,Pacific cod,40,,
7/16/2026,697,Fox-5,Fox,Pacific cod,40,,
7/16/2026,697,Fox-5,Fox,Pacific cod,40,,
7/16/2026,697,Fox-5,Fox,Pacific cod,40,,
7/4/2026,676,Jap-1,Japanese ,Pacific cod,40,,
7/4/2026,676,Jap-1,Japanese ,Pacific cod,40,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,40,,
7/4/2026,677,Jap-5,Japanese ,Pacific cod,40,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,40,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,40,,
7/4/2026,672,Jap-7,Japanese ,Pacific cod,40,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,40,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,40,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,40,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,40,,
7/2/2026,667,Kai-6,Kaiugnak,Pacific cod,40,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,40,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,40,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,40,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,40,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,40,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,40,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,40,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,40,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,40,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,40,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,40,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,40,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,40,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,40,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,40,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,40,,
7/22/2026,710,AG-1,Agripina,Pacific cod,41,,
7/22/2026,711,AG-2,Agripina,Pacific cod,41,,
7/22/2026,713,AG-3,Agripina,Pacific cod,41,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,41,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,41,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,41,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,41,,
7/12/2026,687,Bar-5,Baralof,Pacific cod,41,,
7/9/2026,679,BB-2,Balboa,Pacific cod,41,,
7/9/2026,679,BB-2,Balboa,Pacific cod,41,,
7/9/2026,679,BB-2,Balboa,Pacific cod,41,,
7/9/2026,679,BB-2,Balboa,Pacific cod,41,,
7/9/2026,678,BB-3,Balboa,Pacific cod,41,,
7/9/2026,678,BB-3,Balboa,Pacific cod,41,,
7/9/2026,678,BB-3,Balboa,Pacific cod,41,,
7/9/2026,680,BB-4,Balboa,Pacific cod,41,,
7/9/2026,680,BB-4,Balboa,Pacific cod,41,,
7/9/2026,681,BB-7,Balboa,Pacific cod,41,,
7/9/2026,681,BB-7,Balboa,Pacific cod,41,,
7/9/2026,681,BB-7,Balboa,Pacific cod,41,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,41,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,41,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,41,,
7/16/2026,699,Fox-1,Fox,Pacific cod,41,,
7/16/2026,700,Fox-2,Fox,Pacific cod,41,,
7/16/2026,698,Fox-3,Fox,Pacific cod,41,,
7/16/2026,696,Fox-4,Fox,Pacific cod,41,,
7/16/2026,697,Fox-5,Fox,Pacific cod,41,,
7/4/2026,673,Jap-2,Japanese ,Pacific cod,41,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,41,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,41,,
7/4/2026,677,Jap-5,Japanese ,Pacific cod,41,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,41,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,41,,
7/2/2026,667,Kai-6,Kaiugnak,Pacific cod,41,,
6/30/2026,660,Kil-1,Kiliuda,Pacific cod,41,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,41,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,41,,
7/18/2026,703,Mit-2,Mitrofania,Pacific cod,41,,
7/18/2026,705,Mit-6,Mitrofania,Pacific cod,41,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,41,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,41,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,41,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,41,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,41,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,41,,
7/22/2026,710,AG-1,Agripina,Pacific cod,42,,
7/22/2026,713,AG-3,Agripina,Pacific cod,42,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,42,,
7/9/2026,679,BB-2,Balboa,Pacific cod,42,,
7/9/2026,678,BB-3,Balboa,Pacific cod,42,,
7/9/2026,678,BB-3,Balboa,Pacific cod,42,,
7/9/2026,680,BB-4,Balboa,Pacific cod,42,,
7/9/2026,680,BB-4,Balboa,Pacific cod,42,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,42,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,42,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,42,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,42,,
7/16/2026,698,Fox-3,Fox,Pacific cod,42,,
7/4/2026,676,Jap-1,Japanese ,Pacific cod,42,,
7/4/2026,677,Jap-5,Japanese ,Pacific cod,42,,
7/4/2026,677,Jap-5,Japanese ,Pacific cod,42,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,42,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,42,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,42,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,42,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,42,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,42,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,42,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,42,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,42,,
7/2/2026,667,Kai-6,Kaiugnak,Pacific cod,42,,
7/2/2026,667,Kai-6,Kaiugnak,Pacific cod,42,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,42,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,42,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,42,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,42,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,42,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,42,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,42,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,42,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,42,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,42,,
6/30/2026,664,Kil-6,Kiliuda,Pacific cod,42,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,42,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,42,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,42,,
7/22/2026,711,AG-2,Agripina,Pacific cod,43,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,43,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,43,,
7/12/2026,687,Bar-5,Baralof,Pacific cod,43,,
7/9/2026,678,BB-3,Balboa,Pacific cod,43,,
7/9/2026,681,BB-7,Balboa,Pacific cod,43,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,43,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,43,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,43,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,43,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,43,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,43,,
7/16/2026,698,Fox-3,Fox,Pacific cod,43,,
7/16/2026,696,Fox-4,Fox,Pacific cod,43,,
7/16/2026,697,Fox-5,Fox,Pacific cod,43,,
7/16/2026,697,Fox-5,Fox,Pacific cod,43,,
7/4/2026,673,Jap-2,Japanese ,Pacific cod,43,,
7/4/2026,677,Jap-5,Japanese ,Pacific cod,43,,
7/4/2026,672,Jap-7,Japanese ,Pacific cod,43,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,43,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,43,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,43,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,43,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,43,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,43,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,43,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,43,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,43,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,43,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,43,,
7/22/2026,711,AG-2,Agripina,Pacific cod,44,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,44,,
7/12/2026,687,Bar-5,Baralof,Pacific cod,44,,
7/12/2026,687,Bar-5,Baralof,Pacific cod,44,,
7/9/2026,678,BB-3,Balboa,Pacific cod,44,,
7/9/2026,681,BB-7,Balboa,Pacific cod,44,,
7/9/2026,681,BB-7,Balboa,Pacific cod,44,,
7/9/2026,681,BB-7,Balboa,Pacific cod,44,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,44,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,44,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,44,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,44,,
7/4/2026,673,Jap-2,Japanese ,Pacific cod,44,,
7/4/2026,673,Jap-2,Japanese ,Pacific cod,44,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,44,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,44,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,44,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,44,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,44,,
7/4/2026,672,Jap-7,Japanese ,Pacific cod,44,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,44,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,44,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,44,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,44,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,44,,
7/2/2026,667,Kai-6,Kaiugnak,Pacific cod,44,,
7/2/2026,667,Kai-6,Kaiugnak,Pacific cod,44,,
6/30/2026,660,Kil-1,Kiliuda,Pacific cod,44,,
6/30/2026,660,Kil-1,Kiliuda,Pacific cod,44,,
6/30/2026,660,Kil-1,Kiliuda,Pacific cod,44,,
6/30/2026,660,Kil-1,Kiliuda,Pacific cod,44,,
6/30/2026,660,Kil-1,Kiliuda,Pacific cod,44,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,44,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,44,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,44,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,44,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,44,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,44,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,44,,
6/30/2026,664,Kil-6,Kiliuda,Pacific cod,44,,
7/18/2026,705,Mit-6,Mitrofania,Pacific cod,44,,
7/21/2026,709,PW-4,Port Wrangell,Pacific cod,44,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,44,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,44,,
7/22/2026,710,AG-1,Agripina,Pacific cod,45,,
7/22/2026,710,AG-1,Agripina,Pacific cod,45,,
7/22/2026,713,AG-3,Agripina,Pacific cod,45,,
7/22/2026,713,AG-3,Agripina,Pacific cod,45,,
7/12/2026,687,Bar-5,Baralof,Pacific cod,45,,
7/12/2026,687,Bar-5,Baralof,Pacific cod,45,,
7/12/2026,687,Bar-5,Baralof,Pacific cod,45,,
7/9/2026,679,BB-2,Balboa,Pacific cod,45,,
7/9/2026,678,BB-3,Balboa,Pacific cod,45,,
7/9/2026,680,BB-4,Balboa,Pacific cod,45,,
7/9/2026,681,BB-7,Balboa,Pacific cod,45,,
7/9/2026,681,BB-7,Balboa,Pacific cod,45,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,45,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,45,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,45,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,45,,
7/16/2026,699,Fox-1,Fox,Pacific cod,45,,
7/16/2026,699,Fox-1,Fox,Pacific cod,45,,
7/16/2026,699,Fox-1,Fox,Pacific cod,45,,
7/16/2026,698,Fox-3,Fox,Pacific cod,45,,
7/16/2026,696,Fox-4,Fox,Pacific cod,45,,
7/16/2026,696,Fox-4,Fox,Pacific cod,45,,
7/16/2026,696,Fox-4,Fox,Pacific cod,45,,
7/16/2026,696,Fox-4,Fox,Pacific cod,45,,
7/16/2026,697,Fox-5,Fox,Pacific cod,45,,
7/16/2026,697,Fox-5,Fox,Pacific cod,45,,
7/16/2026,697,Fox-5,Fox,Pacific cod,45,,
7/16/2026,697,Fox-5,Fox,Pacific cod,45,,
7/4/2026,676,Jap-1,Japanese ,Pacific cod,45,,
7/4/2026,676,Jap-1,Japanese ,Pacific cod,45,,
7/4/2026,673,Jap-2,Japanese ,Pacific cod,45,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,45,,
7/4/2026,674,Jap-3,Japanese ,Pacific cod,45,,
7/4/2026,677,Jap-5,Japanese ,Pacific cod,45,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,45,,
7/4/2026,672,Jap-7,Japanese ,Pacific cod,45,,
7/4/2026,672,Jap-7,Japanese ,Pacific cod,45,,
7/4/2026,672,Jap-7,Japanese ,Pacific cod,45,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,45,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,45,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,45,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,45,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,45,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,45,,
7/2/2026,669,Kai-4,Kaiugnak,Pacific cod,45,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,45,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,45,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,45,,
6/30/2026,660,Kil-1,Kiliuda,Pacific cod,45,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,45,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,45,,
6/30/2026,661,Kil-2,Kiliuda,Pacific cod,45,,
6/30/2026,662,Kil-3,Kiliuda,Pacific cod,45,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,45,,
7/18/2026,702,Mit-3,Mitrofania,Pacific cod,45,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,45,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,45,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,45,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,45,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,45,,
7/22/2026,710,AG-1,Agripina,Pacific cod,46,,
7/22/2026,711,AG-2,Agripina,Pacific cod,46,,
7/22/2026,711,AG-2,Agripina,Pacific cod,46,,
7/22/2026,713,AG-3,Agripina,Pacific cod,46,,
