month,day,year,Station,Site,Bay,species,CPUE
8,4,2021,338,Kai-6,Kaiugnak Bay,buffalo sculpin,1
8,4,2021,338,Kai-6,Kaiugnak Bay,crescent gunnel,1
8,4,2021,338,Kai-6,Kaiugnak Bay,English sole,1
8,4,2021,338,Kai-6,Kaiugnak Bay,great sculpin,12
8,4,2021,338,Kai-6,Kaiugnak Bay,kelp greenling,4
8,4,2021,338,Kai-6,Kaiugnak Bay,masked greenling,8
8,4,2021,338,Kai-6,Kaiugnak Bay,Pacific cod,1
8,4,2021,338,Kai-6,Kaiugnak Bay,Pacific sandlance,4137
8,4,2021,338,Kai-6,Kaiugnak Bay,rock greenling,1
8,4,2021,338,Kai-6,Kaiugnak Bay,whitespotted greenling,5
8,4,2021,339,Kai-7,Kaiugnak Bay,copper rockfish,1
8,4,2021,339,Kai-7,Kaiugnak Bay,Pacific cod,3
8,4,2021,339,Kai-7,Kaiugnak Bay,Pacific sandlance,647
8,4,2021,339,Kai-7,Kaiugnak Bay,whitespotted greenling,1
8,4,2021,340,Kai-4,Kaiugnak Bay,great sculpin,1
8,4,2021,340,Kai-4,Kaiugnak Bay,kelp greenling,2
8,4,2021,340,Kai-4,Kaiugnak Bay,masked greenling,2
8,4,2021,340,Kai-4,Kaiugnak Bay,rock greenling,1
8,6,2021,341,Ugak-7,Ugak,capelin,7
8,6,2021,341,Ugak-7,Ugak,coho salmon,1
8,6,2021,341,Ugak-7,Ugak,crescent gunnel,7
8,6,2021,341,Ugak-7,Ugak,great sculpin,3
8,6,2021,341,Ugak-7,Ugak,kelp greenling,3
8,6,2021,341,Ugak-7,Ugak,northern rock sole,1
8,6,2021,341,Ugak-7,Ugak,Pacific cod,15
8,6,2021,341,Ugak-7,Ugak,rock greenling,1
8,6,2021,341,Ugak-7,Ugak,saffron cod,9
8,6,2021,341,Ugak-7,Ugak,tubenose poacher,1
8,6,2021,341,Ugak-7,Ugak,whitespotted greenling,6
8,6,2021,342,Ugak-2,Ugak,great sculpin,1
8,6,2021,342,Ugak-2,Ugak,Pacific herring,170
8,6,2021,343,Ugak-3,Ugak,great sculpin,1
8,6,2021,343,Ugak-3,Ugak,Pacific cod,237
8,6,2021,343,Ugak-3,Ugak,Pacific herring,2
8,6,2021,343,Ugak-3,Ugak,Pacific sandlance,1
8,6,2021,343,Ugak-3,Ugak,walleye pollock,45
8,6,2021,343,Ugak-3,Ugak,whitespotted greenling,1
8,6,2021,344,Ugak-4,Ugak,great sculpin,1
8,6,2021,344,Ugak-4,Ugak,Pacific cod,46
8,6,2021,344,Ugak-4,Ugak,Pacific sandlance,60
8,6,2021,344,Ugak-4,Ugak,walleye pollock,5
8,6,2021,345,Ugak-8,Ugak,kelp greenling,1
8,6,2021,345,Ugak-8,Ugak,Pacific cod,10
8,6,2021,345,Ugak-8,Ugak,starry flounder,1
8,6,2021,345,Ugak-8,Ugak,whitespotted greenling,2
8,6,2021,346,Ugak-6,Ugak,Pacific cod,15
8,6,2021,346,Ugak-6,Ugak,rock greenling,5
8,6,2021,346,Ugak-6,Ugak,starry flounder,3
8,6,2021,346,Ugak-6,Ugak,walleye pollock,2
8,6,2021,346,Ugak-6,Ugak,whitespotted greenling,9
8,6,2021,347,Ugak-5,Ugak,capelin,4
8,6,2021,347,Ugak-5,Ugak,coho salmon,45
8,6,2021,347,Ugak-5,Ugak,crescent gunnel,57
8,6,2021,347,Ugak-5,Ugak,great sculpin,3
8,6,2021,347,Ugak-5,Ugak,Pacific cod,2
8,6,2021,347,Ugak-5,Ugak,Pacific herring,1
8,6,2021,347,Ugak-5,Ugak,Pacific staghorn sculpin,1
8,6,2021,347,Ugak-5,Ugak,rock greenling,1
8,6,2021,347,Ugak-5,Ugak,saffron cod,26
8,6,2021,347,Ugak-5,Ugak,snake prickleback,4
8,6,2021,347,Ugak-5,Ugak,three spined stickleback,2
8,6,2021,347,Ugak-5,Ugak,whitespotted greenling,6
