month,day,year,date,Station,Site,Bay,species,CPUE,
7,14,2022,7/14/2022,406,Fal-5,Falmouth,rock greenling,4,
7,14,2022,7/14/2022,406,Fal-5,Falmouth,silverspotted sculpin,2,
7,14,2022,7/14/2022,406,Fal-5,Falmouth,whitespotted greenling,8,
7,14,2022,7/14/2022,407,Fal-1,Falmouth,capelin,2,
7,14,2022,7/14/2022,407,Fal-1,Falmouth,kelp greenling,4,
7,14,2022,7/14/2022,407,Fal-1,Falmouth,masked greenling,6,
7,14,2022,7/14/2022,407,Fal-1,Falmouth,Pacific cod,6,
7,14,2022,7/14/2022,407,Fal-1,Falmouth,Pacific sandfish,1,
7,14,2022,7/14/2022,407,Fal-1,Falmouth,Pacific sandlance,214,
7,14,2022,7/14/2022,407,Fal-1,Falmouth,rock greenling,1,
7,14,2022,7/14/2022,407,Fal-1,Falmouth,whitespotted greenling,2,
7,14,2022,7/14/2022,408,Fal-2,Falmouth,dolly varden,16,
7,14,2022,7/14/2022,408,Fal-2,Falmouth,English sole,58,
7,14,2022,7/14/2022,408,Fal-2,Falmouth,great sculpin,2,
7,14,2022,7/14/2022,408,Fal-2,Falmouth,kelp greenling,10,
7,14,2022,7/14/2022,408,Fal-2,Falmouth,chinook salmon,2,
7,14,2022,7/14/2022,408,Fal-2,Falmouth,northern rock sole,6,
7,14,2022,7/14/2022,408,Fal-2,Falmouth,Pacific halibut,15,
7,14,2022,7/14/2022,408,Fal-2,Falmouth,Pacific sandlance,83,
7,14,2022,7/14/2022,408,Fal-2,Falmouth,rock greenling,3,
7,14,2022,7/14/2022,408,Fal-2,Falmouth,whitespotted greenling,8,
7,14,2022,7/14/2022,408,Fal-2,Falmouth,yellowfin sole,2,
7,14,2022,7/14/2022,409,Fal-3,Falmouth,capelin,11,
7,14,2022,7/14/2022,409,Fal-3,Falmouth,great sculpin,3,
7,14,2022,7/14/2022,409,Fal-3,Falmouth,masked greenling,15,
7,14,2022,7/14/2022,409,Fal-3,Falmouth,Pacific cod,262,
7,14,2022,7/14/2022,409,Fal-3,Falmouth,Pacific sandfish,3,
7,14,2022,7/14/2022,409,Fal-3,Falmouth,Pacific sandlance,39,
7,14,2022,7/14/2022,409,Fal-3,Falmouth,red irish lord,1,
7,14,2022,7/14/2022,409,Fal-3,Falmouth,rock greenling,7,
7,14,2022,7/14/2022,409,Fal-3,Falmouth,silverspotted sculpin,2,
7,14,2022,7/14/2022,409,Fal-3,Falmouth,tubenose poacher,2,
7,14,2022,7/14/2022,409,Fal-3,Falmouth,whitespotted greenling,5,
7,14,2022,7/14/2022,410,Fal-4,Falmouth,kelp greenling,2,
7,14,2022,7/14/2022,410,Fal-4,Falmouth,masked greenling,14,
7,14,2022,7/14/2022,410,Fal-4,Falmouth,plain sculpin,1,
7,14,2022,7/14/2022,410,Fal-4,Falmouth,Pacific cod,220,
7,14,2022,7/14/2022,410,Fal-4,Falmouth,Pacific sandfish,2,
7,14,2022,7/14/2022,410,Fal-4,Falmouth,Pacific sandlance,512,
7,14,2022,7/14/2022,410,Fal-4,Falmouth,rock greenling,4,
7,14,2022,7/14/2022,410,Fal-4,Falmouth,silverspotted sculpin,4,
7,14,2022,7/14/2022,410,Fal-4,Falmouth,whitespotted greenling,3,
7,10,2022,7/10/2022,397,Fox-1,Fox,black rockfish,5,
7,10,2022,7/10/2022,397,Fox-1,Fox,copper rockfish,4,
7,10,2022,7/10/2022,397,Fox-1,Fox,crescent gunnel,3,
7,10,2022,7/10/2022,397,Fox-1,Fox,great sculpin,1,
7,10,2022,7/10/2022,397,Fox-1,Fox,masked greenling,2,
7,10,2022,7/10/2022,397,Fox-1,Fox,Pacific cod,207,
7,10,2022,7/10/2022,397,Fox-1,Fox,Pacific sandlance,2,
7,10,2022,7/10/2022,397,Fox-1,Fox,pink salmon,2,
7,10,2022,7/10/2022,397,Fox-1,Fox,rock greenling,3,
7,10,2022,7/10/2022,397,Fox-1,Fox,saffron cod,4,
7,10,2022,7/10/2022,397,Fox-1,Fox,sailfin sculpin,1,
7,10,2022,7/10/2022,397,Fox-1,Fox,silverspotted sculpin,40,
7,10,2022,7/10/2022,397,Fox-1,Fox,snake prickleback,1,
7,10,2022,7/10/2022,397,Fox-1,Fox,tubesnout,2,
7,10,2022,7/10/2022,397,Fox-1,Fox,whitespotted greenling,3,
7,10,2022,7/10/2022,398,Fox-2,Fox,capelin,17,
7,10,2022,7/10/2022,398,Fox-2,Fox,masked greenling,1,
7,10,2022,7/10/2022,398,Fox-2,Fox,Pacific cod,12,
7,10,2022,7/10/2022,398,Fox-2,Fox,pink salmon,15,
7,10,2022,7/10/2022,398,Fox-2,Fox,whitespotted greenling,1,
7,10,2022,7/10/2022,399,Fox-3,Fox,copper rockfish,13,
7,10,2022,7/10/2022,399,Fox-3,Fox,crescent gunnel,2,
7,10,2022,7/10/2022,399,Fox-3,Fox,great sculpin,1,
7,10,2022,7/10/2022,399,Fox-3,Fox,kelp greenling,1,
7,10,2022,7/10/2022,399,Fox-3,Fox,masked greenling,6,
7,10,2022,7/10/2022,399,Fox-3,Fox,Pacific cod,383,
7,10,2022,7/10/2022,399,Fox-3,Fox,Pacific sandfish,1,
7,10,2022,7/10/2022,399,Fox-3,Fox,pink salmon,19,
7,10,2022,7/10/2022,399,Fox-3,Fox,rock greenling,2,
7,10,2022,7/10/2022,399,Fox-3,Fox,silverspotted sculpin,10,
7,10,2022,7/10/2022,399,Fox-3,Fox,whitespotted greenling,7,
7,10,2022,7/10/2022,400,Fox-4,Fox,capelin,1,
7,10,2022,7/10/2022,400,Fox-4,Fox,crescent gunnel,5,
7,10,2022,7/10/2022,400,Fox-4,Fox,dolly varden,2,
7,10,2022,7/10/2022,400,Fox-4,Fox,great sculpin,4,
7,10,2022,7/10/2022,400,Fox-4,Fox,kelp greenling,2,
7,10,2022,7/10/2022,400,Fox-4,Fox,Pacific cod,4,
7,10,2022,7/10/2022,400,Fox-4,Fox,Pacific staghorn sculpin,1,
7,10,2022,7/10/2022,400,Fox-4,Fox,pink salmon,8,
7,10,2022,7/10/2022,400,Fox-4,Fox,rock greenling,1,
7,10,2022,7/10/2022,400,Fox-4,Fox,silverspotted sculpin,1,
7,10,2022,7/10/2022,400,Fox-4,Fox,three spined stickleback,5,
7,10,2022,7/10/2022,400,Fox-4,Fox,whitespotted greenling,19,
7,10,2022,7/10/2022,401,Fox-5,Fox,crescent gunnel,6,
7,10,2022,7/10/2022,401,Fox-5,Fox,great sculpin,12,
7,10,2022,7/10/2022,401,Fox-5,Fox,kelp greenling,10,
7,10,2022,7/10/2022,401,Fox-5,Fox,Pacific cod,4,
7,10,2022,7/10/2022,401,Fox-5,Fox,pink salmon,66,
7,10,2022,7/10/2022,401,Fox-5,Fox,rock greenling,3,
7,10,2022,7/10/2022,401,Fox-5,Fox,silverspotted sculpin,2,
7,10,2022,7/10/2022,401,Fox-5,Fox,starry flounder,1,
7,10,2022,7/10/2022,401,Fox-5,Fox,three spined stickleback,47,
7,10,2022,7/10/2022,401,Fox-5,Fox,whitespotted greenling,56,
7,28,2022,7/28/2022,423,Jap-6,Japanese,Artedius lateralis,1,
7,28,2022,7/28/2022,423,Jap-6,Japanese,crescent gunnel,19,
7,28,2022,7/28/2022,423,Jap-6,Japanese,kelp greenling,1,
7,28,2022,7/28/2022,423,Jap-6,Japanese,masked greenling,37,
7,28,2022,7/28/2022,423,Jap-6,Japanese,Pacific cod,130,
7,28,2022,7/28/2022,423,Jap-6,Japanese,Pacific herring,7,
7,28,2022,7/28/2022,423,Jap-6,Japanese,Pacific sandlance,147,
7,28,2022,7/28/2022,423,Jap-6,Japanese,red irish lord,1,
7,28,2022,7/28/2022,423,Jap-6,Japanese,rock greenling,18,
7,28,2022,7/28/2022,423,Jap-6,Japanese,whitespotted greenling,21,
7,28,2022,7/28/2022,423,Jap-6,Japanese,yellow irish lord,1,
7,28,2022,7/28/2022,424,Jap-2,Japanese,crescent gunnel,3,
7,28,2022,7/28/2022,424,Jap-2,Japanese,kelp greenling,1,
7,28,2022,7/28/2022,424,Jap-2,Japanese,masked greenling,23,
7,28,2022,7/28/2022,424,Jap-2,Japanese,Pacific cod,12,
7,28,2022,7/28/2022,424,Jap-2,Japanese,red irish lord,1,
7,28,2022,7/28/2022,424,Jap-2,Japanese,rock greenling,20,
7,28,2022,7/28/2022,424,Jap-2,Japanese,whitespotted greenling,13,
7,28,2022,7/28/2022,425,Jap-7,Japanese,black rockfish,17,
7,28,2022,7/28/2022,425,Jap-7,Japanese,crescent gunnel,3,
7,28,2022,7/28/2022,425,Jap-7,Japanese,kelp clingfish,1,
7,28,2022,7/28/2022,425,Jap-7,Japanese,masked greenling,19,
7,28,2022,7/28/2022,425,Jap-7,Japanese,Northern rockfish,1,
7,28,2022,7/28/2022,425,Jap-7,Japanese,Pacific cod,13,
7,28,2022,7/28/2022,425,Jap-7,Japanese,Pacific sandlance,1,
7,28,2022,7/28/2022,425,Jap-7,Japanese,red irish lord,1,
7,28,2022,7/28/2022,425,Jap-7,Japanese,rock greenling,7,
7,28,2022,7/28/2022,425,Jap-7,Japanese,saffron cod,1,
7,28,2022,7/28/2022,425,Jap-7,Japanese,silverspotted sculpin,2,
7,28,2022,7/28/2022,425,Jap-7,Japanese,whitespotted greenling,4,
7,28,2022,7/28/2022,426,Jap-3,Japanese,crescent gunnel,1,
7,28,2022,7/28/2022,426,Jap-3,Japanese,great sculpin,6,
7,28,2022,7/28/2022,426,Jap-3,Japanese,kelp clingfish,1,
7,28,2022,7/28/2022,426,Jap-3,Japanese,masked greenling,23,
7,28,2022,7/28/2022,426,Jap-3,Japanese,Pacific cod,9,
7,28,2022,7/28/2022,426,Jap-3,Japanese,rock greenling,7,
7,28,2022,7/28/2022,426,Jap-3,Japanese,whitespotted greenling,1,
7,28,2022,7/28/2022,427,Jap-5,Japanese,crescent gunnel,13,
7,28,2022,7/28/2022,427,Jap-5,Japanese,great sculpin,8,
7,28,2022,7/28/2022,427,Jap-5,Japanese,lingcod,1,
7,28,2022,7/28/2022,427,Jap-5,Japanese,masked greenling,51,
7,28,2022,7/28/2022,427,Jap-5,Japanese,Pacific cod,44,
7,28,2022,7/28/2022,427,Jap-5,Japanese,red irish lord,2,
7,28,2022,7/28/2022,427,Jap-5,Japanese,rock greenling,15,
7,28,2022,7/28/2022,427,Jap-5,Japanese,snake prickleback,7,
7,28,2022,7/28/2022,427,Jap-5,Japanese,whitespotted greenling,24,
7,28,2022,7/28/2022,428,Jap-4,Japanese,Artedius lateralis,2,
7,28,2022,7/28/2022,428,Jap-4,Japanese,crescent gunnel,9,
7,28,2022,7/28/2022,428,Jap-4,Japanese,great sculpin,9,
7,28,2022,7/28/2022,428,Jap-4,Japanese,masked greenling,12,
7,28,2022,7/28/2022,428,Jap-4,Japanese,Pacific staghorn sculpin,1,
7,28,2022,7/28/2022,428,Jap-4,Japanese,penpoint gunnel,17,
7,28,2022,7/28/2022,429,Jap-1,Japanese,black rockfish,2,
7,28,2022,7/28/2022,429,Jap-1,Japanese,crescent gunnel,4,
7,28,2022,7/28/2022,429,Jap-1,Japanese,masked greenling,27,
7,28,2022,7/28/2022,429,Jap-1,Japanese,Pacific cod,220,
7,28,2022,7/28/2022,429,Jap-1,Japanese,Pacific staghorn sculpin,1,
7,28,2022,7/28/2022,429,Jap-1,Japanese,rock greenling,10,
7,28,2022,7/28/2022,429,Jap-1,Japanese,silverspotted sculpin,2,
7,28,2022,7/28/2022,429,Jap-1,Japanese,snake prickleback,1,
7,28,2022,7/28/2022,429,Jap-1,Japanese,three spined stickleback,1,
7,28,2022,7/28/2022,429,Jap-1,Japanese,whitespotted greenling,13,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,crescent gunnel,2,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,great sculpin,4,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,masked greenling,45,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,plain sculpin,1,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,Pacific cod,136,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,Pacific sandfish,1,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,Pacific sandlance,2100,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,red irish lord,4,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,rock greenling,10,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,saffron cod,4,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,tubesnout,1,
7,29,2022,7/29/2022,430,Kai-3,Kaiugnak,whitespotted greenling,18,
7,29,2022,7/29/2022,431,Kai-6,Kaiugnak,crescent gunnel,1,
7,29,2022,7/29/2022,431,Kai-6,Kaiugnak,great sculpin,51,
7,29,2022,7/29/2022,431,Kai-6,Kaiugnak,kelp greenling,1,
7,29,2022,7/29/2022,431,Kai-6,Kaiugnak,masked greenling,29,
7,29,2022,7/29/2022,431,Kai-6,Kaiugnak,plain sculpin,1,
7,29,2022,7/29/2022,431,Kai-6,Kaiugnak,Pacific cod,261,
7,29,2022,7/29/2022,431,Kai-6,Kaiugnak,Pacific sandlance,43,
7,29,2022,7/29/2022,431,Kai-6,Kaiugnak,rock greenling,8,
7,29,2022,7/29/2022,431,Kai-6,Kaiugnak,whitespotted greenling,35,
7,29,2022,7/29/2022,432,Kai-7,Kaiugnak,crescent gunnel,1,
7,29,2022,7/29/2022,432,Kai-7,Kaiugnak,great sculpin,6,
7,29,2022,7/29/2022,432,Kai-7,Kaiugnak,kelp clingfish,11,
7,29,2022,7/29/2022,432,Kai-7,Kaiugnak,masked greenling,13,
7,29,2022,7/29/2022,432,Kai-7,Kaiugnak,Pacific cod,6,
7,29,2022,7/29/2022,432,Kai-7,Kaiugnak,rock greenling,6,
7,29,2022,7/29/2022,432,Kai-7,Kaiugnak,three spined stickleback,1,
7,29,2022,7/29/2022,432,Kai-7,Kaiugnak,tubenose poacher,2,
7,29,2022,7/29/2022,432,Kai-7,Kaiugnak,tubesnout,2,
7,29,2022,7/29/2022,432,Kai-7,Kaiugnak,whitespotted greenling,1,
7,29,2022,7/29/2022,433,Kai-4,Kaiugnak,great sculpin,2,
7,29,2022,7/29/2022,433,Kai-4,Kaiugnak,masked greenling,4,
7,29,2022,7/29/2022,433,Kai-4,Kaiugnak,Pacific cod,47,
7,29,2022,7/29/2022,433,Kai-4,Kaiugnak,Pacific sandlance,21,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,capelin,8,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,capelin,288,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,chum salmon,1,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,dolly varden,1,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,great sculpin,4,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,kelp greenling,2,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,lingcod,2,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,masked greenling,16,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,Pacific cod,147,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,Pacific sandlance,25,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,red irish lord,1,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,rock greenling,6,
7,29,2022,7/29/2022,434,Kai-1,Kaiugnak,whitespotted greenling,16,
7,29,2022,7/29/2022,435,Kai-2,Kaiugnak,copper rockfish,1,
7,29,2022,7/29/2022,435,Kai-2,Kaiugnak,crescent gunnel,1,
7,29,2022,7/29/2022,435,Kai-2,Kaiugnak,great sculpin,1,
7,29,2022,7/29/2022,435,Kai-2,Kaiugnak,kelp greenling,1,
7,29,2022,7/29/2022,435,Kai-2,Kaiugnak,masked greenling,16,
7,29,2022,7/29/2022,435,Kai-2,Kaiugnak,Pacific cod,110,
7,29,2022,7/29/2022,435,Kai-2,Kaiugnak,rock greenling,4,
7,29,2022,7/29/2022,435,Kai-2,Kaiugnak,whitespotted greenling,3,
5,24,2022,5/24/2022,364,Kilu-6,Kiliuda,buffalo sculpin,1,
5,24,2022,5/24/2022,364,Kilu-6,Kiliuda,crescent gunnel,1,
5,24,2022,5/24/2022,364,Kilu-6,Kiliuda,kelp greenling,3,
5,24,2022,5/24/2022,364,Kilu-6,Kiliuda,masked greenling,13,
5,24,2022,5/24/2022,364,Kilu-6,Kiliuda,plain sculpin,1,
5,24,2022,5/24/2022,364,Kilu-6,Kiliuda,Pacific sandlance,1,
5,24,2022,5/24/2022,364,Kilu-6,Kiliuda,rock greenling,2,
5,24,2022,5/24/2022,364,Kilu-6,Kiliuda,silverspotted sculpin,6,
5,24,2022,5/24/2022,364,Kilu-6,Kiliuda,tubesnout,1,
5,24,2022,5/24/2022,364,Kilu-6,Kiliuda,whitespotted greenling,5,
5,24,2022,5/24/2022,365,Kilu-5,Kiliuda,buffalo sculpin,1,
5,24,2022,5/24/2022,365,Kilu-5,Kiliuda,kelp greenling,2,
5,24,2022,5/24/2022,365,Kilu-5,Kiliuda,whitespotted greenling,1,
5,24,2022,5/24/2022,366,Kilu-4,Kiliuda,copper rockfish,32,
5,24,2022,5/24/2022,366,Kilu-4,Kiliuda,crescent gunnel,4,
5,24,2022,5/24/2022,366,Kilu-4,Kiliuda,great sculpin,1,
5,24,2022,5/24/2022,366,Kilu-4,Kiliuda,masked greenling,7,
5,24,2022,5/24/2022,366,Kilu-4,Kiliuda,pink salmon,2442,
5,24,2022,5/24/2022,366,Kilu-4,Kiliuda,starry flounder,1,
5,24,2022,5/24/2022,366,Kilu-4,Kiliuda,whitespotted greenling,7,
5,24,2022,5/24/2022,367,Kilu-3,Kiliuda,Artedius lateralis,2,
5,24,2022,5/24/2022,367,Kilu-3,Kiliuda,crescent gunnel,1,
5,24,2022,5/24/2022,367,Kilu-3,Kiliuda,great sculpin,3,
5,24,2022,5/24/2022,367,Kilu-3,Kiliuda,kelp greenling,2,
5,24,2022,5/24/2022,367,Kilu-3,Kiliuda,snake prickleback,3,
5,24,2022,5/24/2022,367,Kilu-3,Kiliuda,whitespotted greenling,3,
5,24,2022,5/24/2022,368,Kilu-7,Kiliuda,capelin,513,
5,24,2022,5/24/2022,368,Kilu-7,Kiliuda,crescent gunnel,1,
5,24,2022,5/24/2022,368,Kilu-7,Kiliuda,great sculpin,3,
5,24,2022,5/24/2022,368,Kilu-7,Kiliuda,kelp greenling,1,
5,24,2022,5/24/2022,368,Kilu-7,Kiliuda,rock greenling,2,
5,24,2022,5/24/2022,368,Kilu-7,Kiliuda,silverspotted sculpin,2,
5,24,2022,5/24/2022,368,Kilu-7,Kiliuda,snake prickleback,1,
5,24,2022,5/24/2022,368,Kilu-7,Kiliuda,whitespotted greenling,9,
5,24,2022,5/24/2022,369,Kilu-2,Kiliuda,chum salmon,1,
5,24,2022,5/24/2022,369,Kilu-2,Kiliuda,masked greenling,3,
5,24,2022,5/24/2022,369,Kilu-2,Kiliuda,Pacific sandlance,784,
5,24,2022,5/24/2022,369,Kilu-2,Kiliuda,pink salmon,578,
5,24,2022,5/24/2022,369,Kilu-2,Kiliuda,snake prickleback,5,
5,24,2022,5/24/2022,369,Kilu-2,Kiliuda,whitespotted greenling,2,
5,24,2022,5/24/2022,370,Kilu-1,Kiliuda,great sculpin,8,
5,24,2022,5/24/2022,370,Kilu-1,Kiliuda,silverspotted sculpin,1,
5,24,2022,5/24/2022,370,Kilu-1,Kiliuda,snake prickleback,7,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,capelin,301,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,crescent gunnel,14,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,great sculpin,15,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,masked greenling,14,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,Pacific cod,467,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,Pacific herring,53,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,Pacific sandfish,1,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,penpoint gunnel,14,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,silverspotted sculpin,1,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,snake prickleback,4,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,tubenose poacher,1,
8,4,2022,8/4/2022,436,Kilu-1,Kiliuda,whitespotted greenling,9,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,capelin,270,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,crescent gunnel,8,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,great sculpin,11,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,lingcod,1,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,masked greenling,29,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,Pacific cod,257,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,Pacific herring,66,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,Pacific sandfish,1,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,penpoint gunnel,1,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,rock greenling,7,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,silverspotted sculpin,4,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,three spined stickleback,2,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,tubenose poacher,3,
8,4,2022,8/4/2022,437,Kilu-2,Kiliuda,whitespotted greenling,15,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,capelin,3,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,crescent gunnel,6,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,great sculpin,1,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,manacled sculpin,6,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,masked greenling,8,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,Pacific cod,638,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,Pacific herring,105,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,Pacific sandfish,2,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,penpoint gunnel,2,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,rock greenling,2,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,silverspotted sculpin,11,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,tubenose poacher,1,
8,4,2022,8/4/2022,438,Kilu-3,Kiliuda,whitespotted greenling,21,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,Artedius lateralis,4,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,crescent gunnel,13,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,great sculpin,6,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,masked greenling,18,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,Pacific cod,1,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,Pacific herring,10,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,Pacific sandlance,24,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,penpoint gunnel,1,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,pink salmon,3,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,rock greenling,15,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,silverspotted sculpin,3,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,three spined stickleback,3,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,tubenose poacher,1,
8,4,2022,8/4/2022,439,Kilu-4,Kiliuda,whitespotted greenling,2,
8,4,2022,8/4/2022,440,Kilu-5,Kiliuda,crescent gunnel,3,
8,4,2022,8/4/2022,440,Kilu-5,Kiliuda,manacled sculpin,7,
8,4,2022,8/4/2022,440,Kilu-5,Kiliuda,masked greenling,5,
8,4,2022,8/4/2022,440,Kilu-5,Kiliuda,Pacific cod,50,
8,4,2022,8/4/2022,440,Kilu-5,Kiliuda,Pacific sandfish,8,
8,4,2022,8/4/2022,440,Kilu-5,Kiliuda,Pacific sandlance,1582,
8,4,2022,8/4/2022,440,Kilu-5,Kiliuda,rock greenling,13,
8,4,2022,8/4/2022,440,Kilu-5,Kiliuda,silverspotted sculpin,17,
8,4,2022,8/4/2022,440,Kilu-5,Kiliuda,whitespotted greenling,2,
8,4,2022,8/4/2022,441,Kilu-6,Kiliuda,Artedius lateralis,2,
8,4,2022,8/4/2022,441,Kilu-6,Kiliuda,crescent gunnel,7,
8,4,2022,8/4/2022,441,Kilu-6,Kiliuda,great sculpin,1,
8,4,2022,8/4/2022,441,Kilu-6,Kiliuda,kelp greenling,1,
8,4,2022,8/4/2022,441,Kilu-6,Kiliuda,manacled sculpin,59,
8,4,2022,8/4/2022,441,Kilu-6,Kiliuda,masked greenling,15,
8,4,2022,8/4/2022,441,Kilu-6,Kiliuda,Pacific cod,87,
8,4,2022,8/4/2022,441,Kilu-6,Kiliuda,Pacific sandfish,6,
8,4,2022,8/4/2022,441,Kilu-6,Kiliuda,Pacific sandlance,320,
8,4,2022,8/4/2022,441,Kilu-6,Kiliuda,rock greenling,13,
8,4,2022,8/4/2022,441,Kilu-6,Kiliuda,silverspotted sculpin,11,
7,8,2022,7/8/2022,391,Mit-1,Mitrofania,chum salmon,1,
7,8,2022,7/8/2022,391,Mit-1,Mitrofania,crescent gunnel,1,
7,8,2022,7/8/2022,391,Mit-1,Mitrofania,dolly varden,1,
7,8,2022,7/8/2022,391,Mit-1,Mitrofania,masked greenling,2,
7,8,2022,7/8/2022,391,Mit-1,Mitrofania,Pacific cod,1,
7,8,2022,7/8/2022,391,Mit-1,Mitrofania,rock greenling,5,
7,8,2022,7/8/2022,391,Mit-1,Mitrofania,silverspotted sculpin,3,
7,8,2022,7/8/2022,392,Mit-2,Mitrofania,great sculpin,2,
7,8,2022,7/8/2022,392,Mit-2,Mitrofania,masked greenling,1,
7,8,2022,7/8/2022,392,Mit-2,Mitrofania,Pacific cod,2,
7,8,2022,7/8/2022,392,Mit-2,Mitrofania,rock greenling,1,
7,8,2022,7/8/2022,392,Mit-2,Mitrofania,walleye pollock,1,
7,8,2022,7/8/2022,393,Mit-3,Mitrofania,masked greenling,10,
7,8,2022,7/8/2022,393,Mit-3,Mitrofania,northern rock sole,1,
7,8,2022,7/8/2022,393,Mit-3,Mitrofania,Pacific cod,263,
7,8,2022,7/8/2022,393,Mit-3,Mitrofania,rock greenling,12,
7,8,2022,7/8/2022,393,Mit-3,Mitrofania,walleye pollock,11,
7,8,2022,7/8/2022,393,Mit-3,Mitrofania,whitespotted greenling,4,
7,8,2022,7/8/2022,394,Mit-4,Mitrofania,crescent gunnel,3,
7,8,2022,7/8/2022,394,Mit-4,Mitrofania,great sculpin,3, 
7,8,2022,7/8/2022,394,Mit-4,Mitrofania,kelp greenling,2,
7,8,2022,7/8/2022,394,Mit-4,Mitrofania,masked greenling,6,
7,8,2022,7/8/2022,394,Mit-4,Mitrofania,Pacific cod,1,
7,8,2022,7/8/2022,394,Mit-4,Mitrofania,rock greenling,13,
7,8,2022,7/8/2022,394,Mit-4,Mitrofania,silver salmon,27,
7,8,2022,7/8/2022,394,Mit-4,Mitrofania,three spined stickleback,10,
7,8,2022,7/8/2022,394,Mit-4,Mitrofania,whitespotted greenling,10,
7,8,2022,7/8/2022,395,Mit-5,Mitrofania,crescent gunnel,2,
7,8,2022,7/8/2022,395,Mit-5,Mitrofania,great sculpin,7,
7,8,2022,7/8/2022,395,Mit-5,Mitrofania,masked greenling,5,
