month,day,year,Station,Site,Bay,subsample,Time,Temp.C,Salinity,YSI_DO,lat.deg,lat.min,long.deg,long.min,lat,long,LONGITUDE,use.for.CPUE,notes,Cobble,Gravel,Fucus,Laminaria,Eelgrass,LT.time
7,12,2019,144,Mit-5,Mitrofania,no,18:15,13.8,30.1,.,55,58.908,158,41.7903,55.9818,158.696505,-158.696505,yes,,y,y,y,n,y,17:30
7,12,2019,145,Mit-6,Mitrofania,no,18:56,13.8,30.3,.,55,58.727,158,42.2566,55.97878333,158.7042767,-158.7042767,yes,,y,y,y,y,y,17:30
7,12,2019,146,Mit-4,Mitrofania,no,19:22,14.3,29.5,.,55,58.9148,158,42.7096,55.98191333,158.7118267,-158.7118267,yes,second try. Rolled net at 17:30 when tide at low.,y,y,y,n,y,17:30
7,14,2019,147,Fox-5,Fox,no,6:40,15.5,29.8,.,55,36.5151,159,37.9974,55.608585,159.63329,-159.63329,yes,had to walk net. Very shallow,y,y,y,y,y,8:02
7,14,2019,148,Fox-1,Fox,no,8:05,12.8,36.2,.,55,36.97,159,39.18,55.61616667,159.653,-159.653,yes,second try because rolled net in eelgrass first set,y,y,n,y,y,8:02
7,14,2019,149,Fox-2,Fox,no,8:25,12.9,31.2,.,55,36.6835,159,38.4855,55.61139167,159.641425,-159.641425,yes,sugar kelp,y,n,y,y,n,8:02
7,14,2019,150,Fox-3,Fox,no,9:06,12.8,31.1,.,55,36.5633,159,38.2381,55.60938833,159.6373017,-159.6373017,yes,,y,n,y,y,n,8:02
7,14,2019,151,Fox-4,Fox,no,9:42,12.1,25.2,.,55,36.509,159,37.8137,55.60848333,159.6302283,-159.6302283,yes,had to walk net. Very shallow,y,y,y,y,n,8:02
7,17,2019,152,BB-2,Balboa,no,8:30,13.3,24.1,.,55,34.6804,160,35.7521,55.57800667,160.5958683,-160.5958683,yes,so much Ulva!,n,y,y,n,y,10:04
7,17,2019,153,BB-3,Balboa,no,9:16,13.6,28.3,.,55,34.6552,160,35.9201,55.57758667,160.5986683,-160.5986683,yes,,y,y,n,y,n,10:04
7,17,2019,154,BB-4,Balboa,no,9:36,13.6,30.5,.,55,34.6481,160,36.902,55.57746833,160.6150333,-160.6150333,yes,,y,n,y,y,n,10:04
7,17,2019,155,BB-7,Balboa,no,10:29,13.9,27.8,.,55,35.0851,160,36.8709,55.58475167,160.614515,-160.614515,yes,Added because skipping BB-5 as per last year notes,y,n,y,y,y,10:04
7,17,2019,156,BB-6,Balboa,no,11:33,14.2,27.5,.,55,35.0094,160,36.758,55.58349,160.6126333,-160.6126333,yes,shallow. Walked net. Tons eelgrass. Net rolled but still good tow,y,n,n,n,y,10:04
7,17,2019,157,BB-1,Balboa,no,12:10,14.3,23.6,.,55,34.9508,160,35.6772,55.58251333,160.59462,-160.59462,yes,shallow. Walked net. Many rocks. Hung 5 times,n,n,y,n,y,10:04
7,21,2019,158,Sand-2,Sand Point,no,11:16,11.8,31.5,.,55,19.2086,160,31.4458,55.32014333,160.5240967,-160.5240967,yes,,y,n,y,y,n,12:11
7,21,2019,159,Sand-3,Sand Point,no,11:44,12.3,31.6,.,55,19.2217,160,31.2129,55.32036167,160.520215,-160.520215,yes,sand patches,y,n,y,n,y,12:11
7,23,2019,160,Fal-1,Falmouth,no,11:10,11.5,31.6,.,55,4.0078,160,7.5932,55.06679667,160.1265533,-160.1265533,yes, sand,y,n,n,y,n,13:14
7,23,2019,161,Fal-2,Falmouth,no,11:47,11.1,31.7,.,55,3.8163,160,7.0194,55.063605,160.11699,-160.11699,yes,ulva and sand,n,y,n,n,n,13:14
7,23,2019,162,Fal-3,Falmouth,no,12:25,10.8,31.7,.,55,4.1162,160,6.7568,55.06860333,160.1126133,-160.1126133,yes,steeper site. Deep,y,y,n,y,n,13:14
7,23,2019,163,Fal-4,Falmouth,no,13:25,10.7,31.8,.,55,4.1683,160,6.8257,55.06947167,160.1137617,-160.1137617,yes,sand,y,y,n,n,n,13:14
7,23,2019,164,Fal-5,Falmouth,no,13:50,11.9,31.6,.,55,4.134,160,7.7844,55.0689,160.12974,-160.12974,yes,sand,y,y,n,y,n,13:14
7,25,2019,165,Bar-1,Baralof,no,12:40,12.2,31.4,.,55,13.8622,160,34.1298,55.23103667,160.56883,-160.56883,yes,by river mouth,n,y,n,n,n,14:19
7,25,2019,166,Bar-3,Baralof,no,13:27,11.5,31.5,.,55,13.7384,160,33.7209,55.22897333,160.562015,-160.562015,yes,,n,y,y,n,n,14:19
7,25,2019,167,Bar-2,Baralof,no,13:55,11.8,31.5,.,55,13.7617,160,33.8666,55.22936167,160.5644433,-160.5644433,yes,,y,n,y,n,y,14:19
7,25,2019,168,Bar-6,Baralof,no,14:41,11.7,31.5,.,55,13.6821,160,33.5825,55.228035,160.5597083,-160.5597083,yes,,y,y,y,n,y,14:19
7,25,2019,169,Bar-4,Baralof,no,15:20,12.1,31.3,.,55,13.7569,160,33.0928,55.22928167,160.5515467,-160.5515467,yes,,y,n,y,n,y,14:19
7,25,2019,170,Bar-5,Baralof,no,15:55,12.1,31.4,.,55,13.8183,160,32.8946,55.230305,160.5482433,-160.5482433,yes,,y,n,n,n,y,14:19
7,31,2019,171,RR-3,Rodman Reach,no,7:33,13.4,31.9,.,56,52.7137,154,14.7583,56.87856167,154.2459717,-154.2459717,yes,"shallow, net wanted to roll. Mike unrolled while in ocean",n,y,n,n,y,8:20
7,31,2019,172,RR-5,Rodman Reach,no,8:14,14.1,31.9,.,56,52.7932,154,14.7266,56.87988667,154.2454433,-154.2454433,yes,muddy. Eelgrass adjacent,n,y,n,n,n,8:20
7,31,2019,173,RR-6,Rodman Reach,no,8:46,13.7,31.8,.,56,52.7988,154,14.787,56.87998,154.24645,-154.24645,yes,muddy. Must sample on minus tide,n,n,n,n,y,8:20
7,31,2019,174,RR-4,Rodman Reach,no,9:34,14.9,32.1,.,56,52.6923,154,15.5291,56.878205,154.2588183,-154.2588183,yes,laminaria caught on leadline and we may have lost fish,n,y,n,y,n,8:20
7,31,2019,175,RR-1,Rodman Reach,no,10:01,13.9,32,.,56,52.9314,154,15.2529,56.88219,154.254215,-154.254215,yes,,n,y,n,y,y,8:20
7,31,2019,176,RR-2,Rodman Reach,no,10:44,13.3,31.7,.,56,54.044,154,15.1487,56.90073333,154.2524783,-154.2524783,yes,begain at end of cinder block wall and go toward piling post,n,y,n,y,n,8:20
8,6,2019,177,Jap-7,Japanese,no,10:17,12,31.6,.,56,56.7612,153,41.0298,56.94602,153.68383,-153.68383,yes,jellyfish,n,y,n,n,y,12:22
8,6,2019,178,Jap-2,Japanese,no,10:47,12.1,31.7,.,56,56.8945,153,40.9275,56.94824167,153.682125,-153.682125,yes,jellyfish,n,y,y,n,y,12:22
8,6,2019,179,Jap-3,Japanese,no,11:25,12.2,31.6,.,56,57.0648,153,41.0982,56.95108,153.68497,-153.68497,yes,jellyfish,y,y,y,y,n,12:22
8,6,2019,180,Jap-1,Japanese,no,12:08,13,31.6,.,56,57.1896,153,41.1075,56.95316,153.685125,-153.685125,yes,jellyfish,n,y,y,n,y,12:22
8,6,2019,181,Jap-6,Japanese,no,13:00,12.8,31.6,.,56,57.1882,153,40.7432,56.95313667,153.6790533,-153.6790533,yes,many small pycnopodia,n,y,y,y,y,12:22
8,6,2019,182,Jap-5,Japanese,no,13:54,13.8,30.9,.,56,58.0849,153,40.9284,56.96808167,153.68214,-153.68214,yes,many small pycnopodia,n,y,y,y,y,12:22
8,6,2019,183,Jap-4,Japanese,no,14:12,12.2,31.9,.,56,57.5502,153,41.3731,56.95917,153.6895517,-153.6895517,yes,many small pycnopodia and leather stars,n,y,n,y,n,12:22
8,7,2019,184,Kai-1,Kaiugnak,no,13:52,10.4,32.3,.,57,3.7601,153,42.3605,57.06266833,153.7060083,-153.7060083,yes,YSI used on 8/8. Ulva present. Many jellyfish,n,y,n,y,n,13:11
8,7,2019,185,Kai-2,Kaiugnak,no,14:34,10.7,32.5,.,57,3.4283,153,42.1919,57.05713833,153.7031983,-153.7031983,yes,YSI used on 8/8. Ulva present. Many jellyfish,y,y,n,n,n,13:11
8,7,2019,186,Kai-3,Kaiugnak,no,15:20,11.9,32,.,57,3.2081,153,39.1697,57.05346833,153.6528283,-153.6528283,yes,YSI used on 8/8 . Jellyfish,n,y,n,n,y,13:11
8,8,2019,187,Kai-6,Kaiugnak,no,13:30,11.9,31.9,.,57,3.3533,153,39.0122,57.05588833,153.6502033,-153.6502033,yes,many jellyfish,n,n,y,n,y,14:07
8,8,2019,188,Kai-7,Kaiugnak,no,14:00,12.4,32.2,.,57,3.4305,153,38.0965,57.057175,153.6349417,-153.6349417,yes,black sand. Many jellyfish,n,y,n,n,y,14:07
8,8,2019,189,Kai-4,Kaiugnak,no,14:43,10.9,32.2,.,57,4.2495,153,40.4893,57.070825,153.6748217,-153.6748217,yes,white sand. Many jellyfish,y,n,n,n,y,14:07
8,10,2019,190,Kilu-1,Kiliuda,no,15:00,15.7,31.9,.,57,19.2838,152,54.0958,57.32139667,152.9015967,-152.9015967,yes,many jellyfish,n,y,n,n,y,16:40
8,10,2019,191,Kilu-2,Kiliuda,no,15:45,16.5,31.8,.,57,19.4088,152,53.9501,57.32348,152.8991683,-152.8991683,yes,many jellyfish,y,y,y,n,y,16:40
8,10,2019,192,Kilu-4,Kiliuda,no,16:24,16.8,31.8,.,57,19.6495,152,53.852,57.32749167,152.8975333,-152.8975333,yes,many jellyfish,y,y,y,n,y,16:40
8,10,2019,193,Kilu-5,Kiliuda,no,16:54,13.9,31.8,.,57,19.348,152,54.6075,57.32246667,152.910125,-152.910125,yes,many jellyfish,n,y,n,n,y,16:40
8,10,2019,194,Kilu-6,Kiliuda,no,17:46,14.1,31.7,.,57,19.331,152,54.7923,57.32218333,152.913205,-152.913205,yes,many jellyfish,n,y,y,n,y,16:40
8,10,2019,195,Kilu-3,Kiliuda,no,18:23,15.4,32,.,57,19.5073,152,54.3614,57.32512167,152.9060233,-152.9060233,yes,many jellyfish,n,y,y,n,y,16:40
8,14,2019,196,Ugak-7,Ugak,no,6:58,19.5,29.4,.,57,28.34,152,59.4503,57.47233333,152.9908383,-152.9908383,yes,Ugak-1 was too shallow to seine(<1 foot),y,y,y,n,y,8:12
8,14,2019,197,Ugak-2,Ugak,no,7:30,19.1,29.1,.,57,27.6211,152,58.0427,57.46035167,152.9673783,-152.9673783,yes,"bare and steep. Echinoderms-cucumber, stars, urchins",n,y,y,n,n,8:12
8,14,2019,198,Ugak-3,Ugak,no,7:58,18.6,28.4,.,57,27.585,152,58.5618,57.45975,152.97603,-152.97603,yes,bare. Some evasterias. 1 sea cucumber,n,y,y,n,n,8:12
8,14,2019,199,Ugak-4,Ugak,no,8:30,18.1,28,.,57,27.1032,152,59.9732,57.45172,152.9995533,-152.9995533,yes,no jellys. About 5 small evasterias,y,n,y,y,n,8:12
8,14,2019,200,Ugak-8,Ugak,no,8:59,18.9,27.9,.,57,26.8129,153,0.3143,57.44688167,153.0052383,-153.0052383,yes,mostly bare.,y,y,y,y,n,8:12
8,14,2019,201,Ugak-5,Ugak,no,9:39,19.7,28.8,.,57,26.2487,153,2.4005,57.43747833,153.0400083,-153.0400083,yes,mussel bed,y,n,y,n,y,8:12
8,14,2019,202,Ugak-6,Ugak,no,10:05,19.3,28.5,.,57,26.7683,153,1.3019,57.44613833,153.0216983,-153.0216983,yes,a few clear jellys,n,y,y,n,y,8:12
7,2,2020,203,Laminaria North,Cook,no,6:16,10.8,31.8,.,57,46.6990,152,15.0350,57.77831667,152.2505833,-152.2505833,yes,thick layer matted algae on rocks,n,y,n,y,y,6:45
7,2,2020,204,Eelgrass West,Cook,yes,6:54,10.6,31.9,.,57,46.7650,152,16.6119,57.7794,152.2769,-152.276865,yes,hundreds of pteropods,y,y,n,y,n,6:45
7,2,2020,205,Laminaria East,Cook,yes,7:46,10.3,31.9,.,57,43.4360,152,15.5399,57.7239,152.2590,-152.2589983,yes,,n,y,y,y,y,6:45
7,2,2020,206,Eelgrass South,Cook,yes,8:30,10.3,32,.,57,46.1169,152,16.4305,57.7686,152.2738,-152.2738417,yes,,y,y,n,y,n,6:45
7,6,2020,207,AG-1,Agripina,no,7:31,12.3,13.4,.,57,6.2428,156,28.5995,57.10404667,156.4766583,-156.4766583,yes,,y,n,y,n,y,10:20
7,6,2020,208,AG-2,Agripina,yes,8:32,12.1,26.3,.,57,6.2726,156,28.2811,57.10454333,156.4713517,-156.4713517,yes,,n,y,n,y,y,10:20
7,6,2020,209,AG-5,Agripina,yes,9:35,12,28.5,.,57,6.2953,156,27.5095,57.10492167,156.4584917,-156.4584917,yes,"white sand, sea urchins, desdemaria seaweed",n,y,y,y,y,10:20
7,6,2020,210,AG-3,Agripina,yes,10:41,12.3,26.4,.,57,6.4392,156,27.3723,57.10732,156.456205,-156.456205,yes,,n,y,y,n,y,10:20
7,6,2020,211,AG-4,Agripina,no,11:31,12.1,25,.,57,6.5546,156,27.6141,57.10924333,156.460235,-156.460235,yes,very steep,n,y,n,n,y,10:20
7,6,2020,212,AG-6,Agripina,no,12:17,13.9,23.8,.,57,6.7984,156,28.7641,57.11330667,156.4794017,-156.4794017,yes,very small patch eelgrass,y,y,y,y,y,10:20
7,8,2020,213,PW-1,Port Wrangell,yes,9:32,8.6,30.9,.,57,2.9523,156,36.6834,57.049205,156.61139,-156.61139,yes,2 bears!,n,y,n,n,y,11:37
7,8,2020,214,PW-2,Port Wrangell,yes,10:25,8.8,31.1,.,57,2.8812,156,36.7152,57.04802,156.61192,-156.61192,yes,steep. Thick laminaria and sugar kelp,n,y,n,n,y,11:37
7,8,2020,215,PW-3,Port Wrangell,yes,11:05,9,30.1,.,57,2.7976,156,36.7779,57.04662667,156.612965,-156.612965,yes,deep but not as steep as PW-2. thick lam and sugar kelp. Sea urchins,n,y,n,n,y,11:37
7,8,2020,216,PW-4,Port Wrangell,yes,11:53,9.2,31.1,.,57,3.5192,156,37.3403,57.05865333,156.6223383,-156.6223383,yes,matted algae and witches hair. Little dungie crabs,n,y,n,y,y,11:37
7,12,2020,217,Mit-1,Mitrofania,yes,11:30,12.3,30.9,.,55,58.6820,158,42.9076,55.97803333,158.7151267,-158.7151267,yes,,y,y,n,y,y,14:14
7,12,2020,218,Mit-2,Mitrofania,no,12:10,12.7,30.6,.,55,58.8067,158,42.8025,55.98011167,158.713375,-158.713375,yes,,y,y,n,y,y,14:14
7,12,2020,219,Mit-3,Mitrofania,yes,12:51,12.5,31.1,.,55,58.7221,158,42.6339,55.97870167,158.710565,-158.710565,yes,large octopus in net,y,y,n,n,y,14:14
7,12,2020,220,Mit-4,Mitrofania,no,14:01,13,28.2,.,55,58.9156,158,42.7015,55.98192667,158.7116917,-158.7116917,yes,huge eelgrass bed,y,n,n,n,y,14:14
7,12,2020,221,Mit-5,Mitrofania,no,14:53,14.8,30.5,.,55,58.9107,158,41.7936,55.981845,158.69656,-158.69656,yes,"shallow, had to row net. Mats of brown algae",n,n,y,y,y,14:14
7,12,2020,222,Mit-6,Mitrofania,no,15:51,13.4,31.2,.,55,58.7370,158,42.2697,55.97895,158.704495,-158.704495,yes,only small patch eelgrass,y,y,y,y,n,14:14
7,14,2020,223,Fox-1,Fox,no,13:40,12.4,31.1,.,55,36.9929,159,39.2023,55.61654833,159.6533717,-159.6533717,yes,between white boulder and overhang cliff,y,n,y,n,y,15:46
7,14,2020,224,Fox-2,Fox,no,14:23,13.5,31.1,.,55,36.6773,159,38.4853,55.61128833,159.6414217,-159.6414217,yes,,n,y,y,n,y,15:46
7,14,2020,225,Fox-3,Fox,no,14:48,13.1,31.1,.,55,36.5604,159,38.2572,55.60934,159.63762,-159.63762,yes,,n,y,y,y,y,15:46
7,14,2020,226,Fox-4,Fox,no,15:18,12.2,31.3,.,55,36.5014,159,37.8163,55.60835667,159.6302717,-159.6302717,yes,fucus and ulva,n,n,y,y,n,15:46
7,14,2020,227,Fox-5,Fox,no,15:58,13.1,31.2,.,55,36.4943,159,37.9816,55.60823833,159.6330267,-159.6330267,yes,impossible to find original site. Shifting gravel bars,n,n,y,y,n,15:46
7,14,2020,228,Fox-1,Fox,no,16:48,12.8,31.3,.,55,37.0038,159,39.2122,55.61673,159.6535367,-159.6535367,no,rolled net in eelgrass. Kept cod for genetics,y,y,y,n,y,15:46
7,17,2020,229,BB-2,Balboa,no,6:50,12.7,30,.,55,34.6804,160,35.7600,55.57800667,160.596,-160.596,yes,gnats are terrible today. ,y,n,n,y,y,7:29
7,17,2020,230,BB-3,Balboa,no,7:16,13,30,.,55,34.5571,160,35.9109,55.57595167,160.598515,-160.598515,yes,,n,y,n,y,n,7:29
7,17,2020,231,BB-4,Balboa,no,7:54,12.4,30.3,.,55,34.6555,160,36.8892,55.57759167,160.61482,-160.61482,yes,small amount of eelgrass,y,n,y,n,y,7:29
7,17,2020,232,BB-6,Balboa,no,8:51,13.1,28,.,55,35.0144,160,36.7532,55.58357333,160.6125533,-160.6125533,yes,"shallow, had to row net. No rocks, no roll, no drama",y,y,y,n,y,7:29
7,17,2020,233,BB-7,Balboa,no,9:47,13.7,29,.,55,35.0754,160,36.8661,55.58459,160.614435,-160.614435,yes,,y,n,y,n,y,7:29
7,19,2020,234,Fal-1,Falmouth,no,7:29,12.3,30.8,.,55,4.0076,160,7.5886,55.06679333,160.1264767,-160.1264767,yes,shrimp! Pandalids!,n,y,n,y,y,8:46
7,19,2020,235,Fal-5,Falmouth,no,8:27,12.2,30.9,.,55,4.1363,160,7.7772,55.06893833,160.12962,-160.12962,yes,ulva and black sand.,n,y,n,y,n,8:46
7,19,2020,236,Fal-3,Falmouth,no,8:57,12,29.9,.,55,4.1092,160,6.7574,55.06848667,160.1126233,-160.1126233,yes,,n,y,n,y,y,8:46
7,19,2020,237,Fal-4,Falmouth,yes,9:38,12,29.9,.,55,4.1594,160,6.8255,55.06932333,160.1137583,-160.1137583,yes,"steep, shrimp!",n,y,n,n,y,8:46
7,19,2020,238,Fal-2,Falmouth,no,10:22,12.2,30.3,.,55,3.8485,160,7.0123,55.06414167,160.1168717,-160.1168717,yes,shallow sand. Ulva and assorted brown algae,n,n,n,n,n,8:46
7,20,2020,239,Sand-2,Sand Point,yes,10:10,11.9,31.3,.,55,19.2110,160,31.4470,55.32018333,160.5241167,-160.5241167,yes,rich laminaria bed. Many littorina snails,n,y,n,y,y,9:29
7,20,2020,240,Sand-3,Sand Point,yes,11:18,12.2,31.3,.,55,19.2210,160,31.2220,55.32035,160.5203667,-160.5203667,yes,"assorted brown algae, witches hair",y,n,n,n,y,9:29
7,23,2020,241,Bar-2,Baralof,no,9:05,11.2,31.2,.,55,13.7624,160,33.8755,55.22937333,160.5645917,-160.5645917,yes,,y,n,y,n,y,11:24
7,23,2020,242,Bar-3,Baralof,yes,10:05,11,31.1,.,55,13.7573,160,33.7409,55.22928833,160.5623483,-160.5623483,yes,,y,y,y,n,y,11:24
7,23,2020,243,Bar-4,Baralof,no,11:02,11.1,31.4,.,55,13.7559,160,33.1120,55.229265,160.5518667,-160.5518667,yes,"nearly rolled in EG, mike in boat keeping corks up",y,n,y,n,n,11:24
7,23,2020,244,Bar-5,Baralof,no,11:46,11,31.3,.,55,13.8226,160,32.9010,55.23037667,160.54835,-160.54835,yes,"nearly rolled in EG, mike in boat keeping corks up",y,n,y,n,y,11:24
7,23,2020,245,Bar-1,Baralof,no,12:44,11.5,26.8,.,55,13.8532,160,34.0923,55.23088667,160.568205,-160.568205,yes,lots of juv dungie crabs,n,y,y,y,n,11:24
7,23,2020,246,Bar-6,Baralof,no,13:42,11.5,30.3,.,55,13.6923,160,33.6098,55.228205,160.5601633,-160.5601633,yes,had to row. Hung 3x,y,y,y,n,y,11:24
7,28,2020,247,RR-1,Rodman Reach,no,14:28,13.6,31.7,.,56,52.9345,154,15.2682,56.88224167,154.25447,-154.25447,yes,,y,n,n,y,y,14:44
7,28,2020,248,RR-2,Rodman Reach,no,13:02,13.4,31.4,.,56,54.0436,154,15.1380,56.90072667,154.2523,-154.2523,yes,some mud and mussels,n,y,y,y,y,14:44
7,28,2020,249,RR-4,Rodman Reach,no,13:40,12.9,31.8,.,56,52.6628,154,15.5981,56.87771333,154.2599683,-154.2599683,yes,,y,y,y,y,y,14:44
7,28,2020,250,RR-3,Rodman Reach,no,15:02,14.1,31.8,.,56,52.6947,154,14.7514,56.878245,154.2458567,-154.2458567,no,"wind onshore, hard set. Many boulders. Need minus tide",y,y,n,y,y,14:44
7,28,2020,251,RR-5,Rodman Reach,no,15:31,14.1,31.8,.,56,52.8110,154,14.6924,56.88018333,154.2448733,-154.2448733,yes,hung many times. This site very shallow. Not good cod habitat,y,n,y,y,n,14:44
7,28,2020,252,RR-6,Rodman Reach,no,15:52,14.0,31.8,.,56,52.8170,154,14.7786,56.88028333,154.24631,-154.24631,yes,steep and many boulders,y,n,y,n,y,14:44
7,30,2020,253,Jap-2,Japanese,no,5:59,12.2,31.5,.,56,56.8902,153,40.9311,56.94817,153.682185,-153.682185,yes,many sea stars. One small octopus,y,y,y,y,y,5:23
7,30,2020,254,Jap-3,Japanese,no,6:29,11.8,31.4,.,56,57.0660,153,41.1027,56.9511,153.685045,-153.685045,yes,,y,y,y,y,y,5:23
7,30,2020,255,Jap-6,Japanese,no,7:06,11.9,32.1,.,56,57.1893,153,40.7373,56.953155,153.678955,-153.678955,yes,,y,y,y,y,n,5:23
7,30,2020,256,Jap-1,Japanese,no,7:48,12.6,31.8,.,56,57.1825,153,41.0929,56.95304167,153.6848817,-153.6848817,yes,"nearly rolled in EG, mike in boat keeping corks up",y,n,y,y,y,5:23
7,30,2020,257,Jap-5,Japanese,no,8:19,13.5,31.6,.,56,58.0799,153,40.9186,56.96799833,153.6819767,-153.6819767,yes,"pteropods. nearly rolled in EG, mike in boat keeping corks up",y,n,y,y,y,5:23
7,30,2020,258,Jap-4,Japanese,no,8:46,13.1,31.5,.,56,57.5488,153,41.3792,56.95914667,153.6896533,-153.6896533,yes,many small pycnopodia,y,y,y,y,n,5:23
8,1,2020,259,Kai-1,Kaiugnak,no,6:44,12.1,31.4,.,57,3.6392,153,42.3318,57.06065333,153.70553,-153.70553,yes,,n,y,n,y,n,7:17
8,1,2020,260,Kai-2,Kaiugnak,yes,7:16,12.1,31.4,.,57,3.4295,153,42.1803,57.05715833,153.703005,-153.703005,yes,,n,y,n,y,y,7:17
8,1,2020,261,Kai-6,Kaiugnak,no,8:08,11.9,31.6,.,57,3.3573,153,39.6193,57.055955,153.6603217,-153.6603217,yes,huge mussel bed and evasterias on dry beach,y,y,y,y,n,7:17
8,1,2020,262,Kai-3,Kaiugnak,no,8:51,11.3,31.7,.,57,3.2130,153,39.1894,57.05355,153.6531567,-153.6531567,yes,thick eelgrass. Mike in water keeping corks up,y,n,n,y,n,7:17
8,1,2020,263,Kai-7,Kaiugnak,no,9:39,11.9,31.9,.,57,3.4352,153,38.1033,57.05725333,153.635055,-153.635055,yes,thick eelgrass. Net rolled; mike unrolled in water,y,n,n,y,n,7:17
8,1,2020,264,Kai-4,Kaiugnak,no,10:06,12.2,31.7,.,57,4.2533,153,40.4873,57.07088833,153.6747883,-153.6747883,yes,,n,n,y,n,y,7:17
8,3,2020,265,Kilu-1,Kiliuda,no,18:24,12.7,31.5,.,57,19.2820,152,54.0647,57.32136667,152.9010783,-152.9010783,yes,,y,n,y,y,n,20:32
8,3,2020,266,Kilu-2,Kiliuda,no,18:54,12.7,31.7,.,57,19.4143,152,53.9453,57.32357167,152.8990883,-152.8990883,yes,thick eelgrass. Mike in water keeping corks up,y,n,y,y,n,20:32
8,3,2020,267,Kilu-4,Kiliuda,no,19:22,12.5,31.7,.,57,19.6465,152,53.8568,57.32744167,152.8976133,-152.8976133,yes,no rolling at all - great site,y,n,y,y,y,20:32
8,3,2020,268,Kilu-6,Kiliuda,no,19:58,12.5,31.5,.,57,19.3338,152,54.7993,57.3222,152.9133,-152.9133217,yes,,y,n,y,y,n,20:32
8,3,2020,269,Kilu-5,Kiliuda,no,20:28,12.2,31.8,.,57,19.3437,152,54.6309,57.3224,152.9105,-152.910515,yes,no rolling at all - great site,y,n,y,y,n,20:32
8,3,2020,270,Kilu-3,Kiliuda,no,21:07,12.8,31.3,.,57,19.5088,152,54.3492,57.3251,152.9058,-152.90582,yes,thick eelgrass. Mike in water keeping corks up,y,n,y,y,n,20:32
8,7,2020,271,Ugak-2,Ugak,no,7:58,13.7,29.0,.,57,27.6209,152,58.0333,57.4603,152.9672,-152.9672217,yes,"we set again, deeper, and got no fish",n,n,y,y,y,10:36
8,7,2020,272,Ugak-3,Ugak,no,8:29,13.8,27.9,.,57,27.5796,152,58.5424,57.4597,152.9757,-152.9757067,yes,,n,n,y,y,y,10:36
8,7,2020,273,Ugak-4,Ugak,no,8:52,12.6,28.6,.,57,27.0958,152,59.9775,57.4516,152.9996,-152.999625,yes,,n,y,y,y,y,10:36
8,7,2020,274,Ugak-8,Ugak,no,9:21,13.2,29.3,.,57,26.7954,153,0.3280,57.4466,153.0055,-153.0054667,yes,,y,n,y,y,y,10:36
8,7,2020,275,Ugak-5,Ugak,no,10:00,13.1,29.2,.,57,26.2491,153,2.3991,57.4375,153.0400,-153.039985,yes,,y,n,y,y,y,10:36
8,7,2020,276,Ugak-6,Ugak,no,10:44,13.5,29.6,.,57,26.7743,153,1.2811,57.4462,153.0214,-153.0213517,yes,rolled net some. ,y,n,y,y,n,10:36
8,7,2020,277,Ugak-7,Ugak,no,11:21,13.8,26.2,.,57,28.3409,152,59.4260,57.4723,152.9904,-152.9904333,yes,bear!,y,n,y,y,y,10:36
7,5,2021,278,AG-1,Agripina,no,5:37,9.2,29,.,57,6.2428,156,28.5995,57.104,156.4767,-156.4767,yes,bear on beach,y,y,y,y,n,6:43
7,5,2021,279,AG-2,Agripina,no,6:21,9.4,28.4,.,57,6.2726,156,28.2811,57.1045,156.4714,-156.4714,yes,comb jellys,y,y,y,n,n,6:43
7,5,2021,280,AG-3,Agripina,no,6:58,9.1,28.7,.,57,6.4392,156,27.3723,57.1073,156.4562,-156.4562,yes,comb jellys,y,y,y,y,n,6:43
7,5,2021,281,AG-4,Agripina,no,7:34,9.1,24.7,.,57,6.5546,156,27.6141,57.1092,156.4602,-156.4602,yes,comb jellys,y,y,n,y,n,6:43
7,5,2021,282,AG-5,Agripina,no,7:52,9.2,27.2,.,57,6.2953,156,27.5095,57.1049,156.4585,-156.4585,yes,ulva,y,y,y,y,n,6:43
7,5,2021,283,AG-6,Agripina,no,8:25,8.9,11.4,.,57,6.7984,156,28.7641,57.1133,156.4794,-156.4794,yes,ulva,y,y,y,y,n,6:43
7,6,2021,284,PW-1,Port Wrangell,no,6:24,7.2,7.4,.,57,2.9541,156,36.6873,57.0492,156.6115,-156.6115,yes,,y,n,n,y,n,7:33
7,6,2021,285,PW-3,Port Wrangell,no,6:49,9.2,21.9,.,57,2.7958,156,36.7831,57.0466,156.6131,-156.6131,yes,,y,n,n,y,n,7:33
7,6,2021,286,PW-2,Port Wrangell,no,7:11,9.1,21.1,.,57,2.8745,156,36.7214,57.0479,156.612,-156.612,yes,,y,y,n,y,n,7:33
7,6,2021,287,PW-4,Port Wrangell,no,7:44,9.1,21.8,.,57,3.5298,156,34.3522,57.0588,156.5725,-156.5725,yes,,y,y,y,y,n,7:33
7,9,2021,288,Mit-4,Mitrofania,no,7:32,9.6,28,.,56,58.9147,158,42.6945,56.9819,158.7116,-158.7116,yes,had to row. Very shallow,n,y,y,n,y,9:27
7,9,2021,289,Mit-5,Mitrofania,no,8:14,8.9,18.9,.,55,58.8618,158,41.8831,55.981,158.6981,-158.6981,yes,"be low tide so low, we oved slightly away to have enough water for the seine",n,y,y,n,y,9:27
