Date,Station,Site,Bay,species,length
7/1/2025,635,Jap-3,Japanese,Pacific cod,55
7/1/2025,635,Jap-3,Japanese,Pacific cod,50
7/1/2025,635,Jap-3,Japanese,Pacific cod,57
7/1/2025,635,Jap-3,Japanese,Pacific cod,45
7/1/2025,635,Jap-3,Japanese,Pacific cod,49
7/1/2025,635,Jap-3,Japanese,Pacific cod,62
7/1/2025,635,Jap-3,Japanese,Pacific cod,60
7/1/2025,635,Jap-3,Japanese,Pacific cod,55
7/1/2025,635,Jap-3,Japanese,Pacific cod,53
7/1/2025,635,Jap-3,Japanese,Pacific cod,51
7/1/2025,635,Jap-3,Japanese,Pacific cod,52
7/1/2025,635,Jap-3,Japanese,Pacific cod,54
7/1/2025,635,Jap-3,Japanese,Pacific cod,50
7/1/2025,635,Jap-3,Japanese,Pacific cod,50
7/1/2025,636,Jap-4,Japanese,Pacific cod,48
7/1/2025,636,Jap-4,Japanese,Pacific cod,55
7/1/2025,636,Jap-4,Japanese,Pacific cod,66
7/1/2025,636,Jap-4,Japanese,Pacific cod,58
7/1/2025,636,Jap-4,Japanese,Pacific cod,66
7/1/2025,636,Jap-4,Japanese,Pacific cod,63
7/1/2025,636,Jap-4,Japanese,Pacific cod,60
7/1/2025,636,Jap-4,Japanese,Pacific cod,51
7/1/2025,636,Jap-4,Japanese,Pacific cod,52
7/1/2025,636,Jap-4,Japanese,Pacific cod,48
7/1/2025,636,Jap-4,Japanese,Pacific cod,50
7/1/2025,636,Jap-4,Japanese,Pacific cod,56
7/1/2025,636,Jap-4,Japanese,Pacific cod,52
7/1/2025,636,Jap-4,Japanese,Pacific cod,55
7/6/2025,637,Bar-4,Baralof,Pacific cod,245
7/6/2025,637,Bar-4,Baralof,Pacific cod,249
7/6/2025,637,Bar-4,Baralof,Pacific cod,135
7/6/2025,637,Bar-4,Baralof,Pacific cod,155
7/6/2025,637,Bar-4,Baralof,Pacific cod,186
7/6/2025,637,Bar-4,Baralof,Pacific cod,264
7/6/2025,637,Bar-4,Baralof,Pacific cod,258
7/6/2025,637,Bar-4,Baralof,Pacific cod,156
7/6/2025,637,Bar-4,Baralof,Pacific cod,146
7/6/2025,637,Bar-4,Baralof,Pacific cod,220
7/6/2025,637,Bar-4,Baralof,Pacific cod,261
7/6/2025,637,Bar-4,Baralof,Pacific cod,225
7/6/2025,637,Bar-4,Baralof,Pacific cod,164
7/6/2025,637,Bar-4,Baralof,Pacific cod,144
7/6/2025,637,Bar-4,Baralof,Pacific cod,131
7/6/2025,637,Bar-4,Baralof,Pacific cod,150
7/6/2025,637,Bar-4,Baralof,Pacific cod,176
7/6/2025,637,Bar-4,Baralof,Pacific cod,135
7/6/2025,637,Bar-4,Baralof,Pacific cod,131
7/6/2025,637,Bar-4,Baralof,Pacific cod,110
7/6/2025,637,Bar-4,Baralof,Pacific cod,161
7/6/2025,637,Bar-4,Baralof,Pacific cod,210
7/6/2025,637,Bar-4,Baralof,Pacific cod,134
7/6/2025,637,Bar-4,Baralof,Pacific cod,133
7/6/2025,637,Bar-4,Baralof,Pacific cod,146
7/6/2025,637,Bar-4,Baralof,Pacific cod,55
7/6/2025,637,Bar-4,Baralof,Pacific cod,48
7/6/2025,637,Bar-4,Baralof,Pacific cod,39
7/6/2025,637,Bar-4,Baralof,Pacific cod,42
7/6/2025,637,Bar-4,Baralof,Pacific cod,34
7/6/2025,637,Bar-4,Baralof,Pacific cod,37
7/6/2025,637,Bar-4,Baralof,Pacific cod,35
7/6/2025,637,Bar-4,Baralof,Pacific cod,38
7/6/2025,637,Bar-4,Baralof,Pacific cod,39
7/6/2025,637,Bar-4,Baralof,Pacific cod,40
7/6/2025,637,Bar-4,Baralof,Pacific cod,37
7/6/2025,637,Bar-4,Baralof,Pacific cod,39
7/6/2025,637,Bar-4,Baralof,Pacific cod,37
7/6/2025,637,Bar-4,Baralof,Pacific cod,35
7/6/2025,637,Bar-4,Baralof,Pacific cod,35
7/6/2025,637,Bar-4,Baralof,Pacific cod,31
7/6/2025,637,Bar-4,Baralof,Pacific cod,41
7/6/2025,637,Bar-4,Baralof,Pacific cod,37
7/6/2025,639,Bar-3,Baralof,Pacific cod,156
7/6/2025,639,Bar-3,Baralof,Pacific cod,145
7/6/2025,640,Bar-2,Baralof,Pacific cod,142
7/6/2025,640,Bar-2,Baralof,Pacific cod,146
7/6/2025,640,Bar-2,Baralof,Pacific cod,129
7/8/2025,644,BB-2,Balboa,Pacific cod,34
7/8/2025,644,BB-2,Balboa,Pacific cod,30
7/8/2025,644,BB-2,Balboa,Pacific cod,38
7/8/2025,644,BB-2,Balboa,Pacific cod,38
7/8/2025,644,BB-2,Balboa,Pacific cod,37
7/8/2025,644,BB-2,Balboa,Pacific cod,37
7/8/2025,644,BB-2,Balboa,Pacific cod,40
7/8/2025,644,BB-2,Balboa,Pacific cod,49
7/8/2025,644,BB-2,Balboa,Pacific cod,39
7/8/2025,644,BB-2,Balboa,Pacific cod,31
7/8/2025,644,BB-2,Balboa,Pacific cod,31
7/8/2025,644,BB-2,Balboa,Pacific cod,34
7/8/2025,644,BB-2,Balboa,Pacific cod,35
7/8/2025,644,BB-2,Balboa,Pacific cod,45
7/8/2025,644,BB-2,Balboa,Pacific cod,37
7/8/2025,644,BB-2,Balboa,Pacific cod,35
7/8/2025,644,BB-2,Balboa,Pacific cod,41
7/8/2025,644,BB-2,Balboa,Pacific cod,36
7/8/2025,645,BB-3,Balboa,Pacific cod,211
7/8/2025,646,BB-4,Balboa,Pacific cod,46
7/8/2025,646,BB-4,Balboa,Pacific cod,54
7/10/2025,648,Fal-5,Falmouth,Pacific cod,35
7/10/2025,648,Fal-5,Falmouth,Pacific cod,32
7/10/2025,648,Fal-5,Falmouth,Pacific cod,44
7/10/2025,648,Fal-5,Falmouth,Pacific cod,42
7/10/2025,648,Fal-5,Falmouth,Pacific cod,32
7/10/2025,648,Fal-5,Falmouth,Pacific cod,40
7/10/2025,648,Fal-5,Falmouth,Pacific cod,38
7/10/2025,648,Fal-5,Falmouth,Pacific cod,33
7/10/2025,650,Fal-3,Falmouth,Pacific cod,58
7/10/2025,650,Fal-3,Falmouth,Pacific cod,71
7/10/2025,650,Fal-3,Falmouth,Pacific cod,59
7/10/2025,650,Fal-3,Falmouth,Pacific cod,43
7/10/2025,650,Fal-3,Falmouth,Pacific cod,62
7/13/2025,653,RR-4,Rodman Reach,Pacific cod,72
7/13/2025,653,RR-4,Rodman Reach,Pacific cod,69
7/13/2025,654,RR-3,Rodman Reach,Pacific cod,73
7/13/2025,654,RR-3,Rodman Reach,Pacific cod,56
7/13/2025,654,RR-3,Rodman Reach,Pacific cod,61
7/13/2025,654,RR-3,Rodman Reach,Pacific cod,65
7/13/2025,654,RR-3,Rodman Reach,Pacific cod,69
7/13/2025,654,RR-3,Rodman Reach,Pacific cod,74
7/13/2025,654,RR-3,Rodman Reach,Pacific cod,73
7/13/2025,654,RR-3,Rodman Reach,Pacific cod,35
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,65
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,60
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,62
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,60
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,53
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,53
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,56
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,57
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,60
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,63
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,59
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,63
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,62
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,55
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,63
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,62
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,63
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,45
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,42
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,35
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,50
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,57
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,52
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,56
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,60
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,56
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,55
7/13/2025,655,RR-1,Rodman Reach,Pacific cod,54
7/6/2025,637,Bar-4,Baralof,Pacific halibut,119
7/6/2025,637,Bar-4,Baralof,Pacific halibut,94
7/10/2025,652,Fal-2,Falmouth,Pacific halibut,43
7/10/2025,652,Fal-2,Falmouth,Pacific halibut,45
6/28/2025,619,Kilu-3,Kiliuda,Pacific herring,136
6/28/2025,619,Kilu-3,Kiliuda,Pacific herring,94
6/28/2025,619,Kilu-3,Kiliuda,Pacific herring,104
6/28/2025,619,Kilu-3,Kiliuda,Pacific herring,96
6/28/2025,619,Kilu-3,Kiliuda,Pacific herring,114
6/28/2025,619,Kilu-3,Kiliuda,Pacific herring,97
6/28/2025,619,Kilu-3,Kiliuda,Pacific herring,119
6/28/2025,619,Kilu-3,Kiliuda,Pacific herring,102
6/28/2025,619,Kilu-3,Kiliuda,Pacific herring,98
6/28/2025,619,Kilu-3,Kiliuda,Pacific herring,92
6/28/2025,619,Kilu-3,Kiliuda,Pacific herring,101
6/30/2025,624,Kai-3,Kaiugnak,Pacific herring,92
6/30/2025,624,Kai-3,Kaiugnak,Pacific herring,106
6/30/2025,624,Kai-3,Kaiugnak,Pacific herring,84
6/30/2025,624,Kai-3,Kaiugnak,Pacific herring,99
6/30/2025,624,Kai-3,Kaiugnak,Pacific herring,99
6/30/2025,624,Kai-3,Kaiugnak,Pacific herring,103
6/30/2025,624,Kai-3,Kaiugnak,Pacific herring,99
6/30/2025,624,Kai-3,Kaiugnak,Pacific herring,106
6/30/2025,624,Kai-3,Kaiugnak,Pacific herring,112
6/30/2025,624,Kai-3,Kaiugnak,Pacific herring,106
6/30/2025,624,Kai-3,Kaiugnak,Pacific herring,107
7/1/2025,632,Jap-6,Japanese,Pacific herring,213
7/1/2025,632,Jap-6,Japanese,Pacific herring,216
7/1/2025,632,Jap-6,Japanese,Pacific herring,250
7/1/2025,632,Jap-6,Japanese,Pacific herring,247
7/1/2025,632,Jap-6,Japanese,Pacific herring,258
7/1/2025,632,Jap-6,Japanese,Pacific herring,270
7/1/2025,632,Jap-6,Japanese,Pacific herring,252
7/1/2025,635,Jap-3,Japanese,Pacific herring,73
7/6/2025,637,Bar-4,Baralof,Pacific herring,95
7/6/2025,639,Bar-3,Baralof,Pacific herring,104
7/8/2025,645,BB-3,Balboa,Pacific herring,120
7/8/2025,645,BB-3,Balboa,Pacific herring,118
7/8/2025,645,BB-3,Balboa,Pacific herring,123
7/8/2025,645,BB-3,Balboa,Pacific herring,115
7/13/2025,653,RR-4,Rodman Reach,Pacific herring,96
7/13/2025,653,RR-4,Rodman Reach,Pacific herring,104
7/13/2025,653,RR-4,Rodman Reach,Pacific herring,102
7/13/2025,653,RR-4,Rodman Reach,Pacific herring,106
7/13/2025,653,RR-4,Rodman Reach,Pacific herring,114
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,135
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,142
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,115
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,124
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,120
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,130
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,122
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,116
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,111
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,120
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,121
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,105
6/13/2025,617,Laminaria East,Cook,Pacific sandlance,102
6/30/2025,624,Kai-3,Kaiugnak,Pacific sandlance,142
6/30/2025,624,Kai-3,Kaiugnak,Pacific sandlance,71
6/30/2025,624,Kai-3,Kaiugnak,Pacific sandlance,153
6/30/2025,624,Kai-3,Kaiugnak,Pacific sandlance,66
6/30/2025,624,Kai-3,Kaiugnak,Pacific sandlance,56
6/30/2025,629,Kai-2,Kaiugnak,Pacific sandlance,120
6/30/2025,629,Kai-2,Kaiugnak,Pacific sandlance,134
6/30/2025,629,Kai-2,Kaiugnak,Pacific sandlance,131
6/30/2025,629,Kai-2,Kaiugnak,Pacific sandlance,128
6/30/2025,629,Kai-2,Kaiugnak,Pacific sandlance,114
6/30/2025,629,Kai-2,Kaiugnak,Pacific sandlance,119
6/30/2025,629,Kai-2,Kaiugnak,Pacific sandlance,126
6/30/2025,629,Kai-2,Kaiugnak,Pacific sandlance,134
6/30/2025,629,Kai-2,Kaiugnak,Pacific sandlance,138
7/1/2025,635,Jap-3,Japanese,Pacific sandlance,118
7/1/2025,635,Jap-3,Japanese,Pacific sandlance,125
7/1/2025,635,Jap-3,Japanese,Pacific sandlance,125
7/1/2025,635,Jap-3,Japanese,Pacific sandlance,142
7/1/2025,635,Jap-3,Japanese,Pacific sandlance,128
7/1/2025,635,Jap-3,Japanese,Pacific sandlance,130
7/1/2025,635,Jap-3,Japanese,Pacific sandlance,132
7/1/2025,635,Jap-3,Japanese,Pacific sandlance,128
7/6/2025,638,Bar-5,Baralof,Pacific sandlance,203
7/6/2025,639,Bar-3,Baralof,Pacific sandlance,105
7/6/2025,639,Bar-3,Baralof,Pacific sandlance,96
7/6/2025,639,Bar-3,Baralof,Pacific sandlance,105
7/7/2025,643,Sand-3,Sand Point,Pacific sandlance,106
7/7/2025,643,Sand-3,Sand Point,Pacific sandlance,113
7/7/2025,643,Sand-3,Sand Point,Pacific sandlance,107
7/7/2025,643,Sand-3,Sand Point,Pacific sandlance,105
7/7/2025,643,Sand-3,Sand Point,Pacific sandlance,103
7/7/2025,643,Sand-3,Sand Point,Pacific sandlance,101
7/8/2025,645,BB-3,Balboa,Pacific sandlance,118
7/8/2025,645,BB-3,Balboa,Pacific sandlance,114
7/8/2025,645,BB-3,Balboa,Pacific sandlance,124
7/8/2025,645,BB-3,Balboa,Pacific sandlance,126
7/8/2025,645,BB-3,Balboa,Pacific sandlance,113
7/13/2025,653,RR-4,Rodman Reach,Pacific sandlance,113
7/13/2025,653,RR-4,Rodman Reach,Pacific sandlance,116
7/13/2025,653,RR-4,Rodman Reach,Pacific sandlance,126
7/13/2025,653,RR-4,Rodman Reach,Pacific sandlance,104
7/13/2025,653,RR-4,Rodman Reach,Pacific sandlance,106
7/13/2025,653,RR-4,Rodman Reach,Pacific sandlance,95
6/28/2025,618,Kilu-1,Kiliuda,Pacific tomcod,176
6/28/2025,618,Kilu-1,Kiliuda,Pacific tomcod,170
7/6/2025,639,Bar-3,Baralof,Pacific tomcod,156
6/30/2025,625,Kai-6,Kaiugnak,pink salmon,78
6/30/2025,625,Kai-6,Kaiugnak,pink salmon,73
6/30/2025,625,Kai-6,Kaiugnak,pink salmon,66
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,72
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,78
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,68
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,64
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,72
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,70
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,66
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,69
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,62
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,79
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,73
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,68
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,72
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,63
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,64
6/30/2025,626,Kai-7,Kaiugnak,pink salmon,62
6/30/2025,627,Kai-4,Kaiugnak,pink salmon,84
7/6/2025,637,Bar-4,Baralof,pink salmon,74
7/6/2025,640,Bar-2,Baralof,pink salmon,66
7/6/2025,640,Bar-2,Baralof,pink salmon,71
7/6/2025,640,Bar-2,Baralof,pink salmon,68
7/10/2025,649,Fal-1,Falmouth,pink salmon,96
7/10/2025,649,Fal-1,Falmouth,pink salmon,77
7/10/2025,649,Fal-1,Falmouth,pink salmon,84
7/10/2025,649,Fal-1,Falmouth,pink salmon,98
7/10/2025,649,Fal-1,Falmouth,pink salmon,107
7/13/2025,655,RR-1,Rodman Reach,pink salmon,85
6/13/2025,615,Eelgrass South,Cook,saffron cod,346
6/13/2025,615,Eelgrass South,Cook,saffron cod,349
6/30/2025,624,Kai-3,Kaiugnak,saffron cod,229
6/30/2025,624,Kai-3,Kaiugnak,saffron cod,250
6/30/2025,624,Kai-3,Kaiugnak,saffron cod,234
6/30/2025,624,Kai-3,Kaiugnak,saffron cod,211
6/30/2025,626,Kai-7,Kaiugnak,saffron cod,256
6/30/2025,626,Kai-7,Kaiugnak,saffron cod,224
6/30/2025,626,Kai-7,Kaiugnak,saffron cod,241
6/30/2025,626,Kai-7,Kaiugnak,saffron cod,241
6/30/2025,626,Kai-7,Kaiugnak,saffron cod,259
6/30/2025,626,Kai-7,Kaiugnak,saffron cod,211
6/30/2025,626,Kai-7,Kaiugnak,saffron cod,242
6/30/2025,626,Kai-7,Kaiugnak,saffron cod,246
6/30/2025,626,Kai-7,Kaiugnak,saffron cod,58
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,241
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,246
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,251
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,248
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,220
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,48
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,48
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,271
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,265
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,261
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,228
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,264
6/30/2025,628,Kai-1,Kaiugnak,saffron cod,262
7/1/2025,630,Jap-5,Japanese,saffron cod,54
7/1/2025,630,Jap-5,Japanese,saffron cod,61
7/1/2025,630,Jap-5,Japanese,saffron cod,53
7/1/2025,630,Jap-5,Japanese,saffron cod,53
7/1/2025,630,Jap-5,Japanese,saffron cod,55
7/1/2025,630,Jap-5,Japanese,saffron cod,62
7/1/2025,630,Jap-5,Japanese,saffron cod,50
7/1/2025,630,Jap-5,Japanese,saffron cod,54
7/1/2025,630,Jap-5,Japanese,saffron cod,53
7/1/2025,630,Jap-5,Japanese,saffron cod,58
7/1/2025,630,Jap-5,Japanese,saffron cod,54
7/1/2025,630,Jap-5,Japanese,saffron cod,63
7/1/2025,632,Jap-6,Japanese,saffron cod,235
7/1/2025,632,Jap-6,Japanese,saffron cod,259
7/1/2025,632,Jap-6,Japanese,saffron cod,256
7/1/2025,632,Jap-6,Japanese,saffron cod,262
7/1/2025,632,Jap-6,Japanese,saffron cod,244
7/1/2025,632,Jap-6,Japanese,saffron cod,261
7/1/2025,632,Jap-6,Japanese,saffron cod,276
7/1/2025,632,Jap-6,Japanese,saffron cod,251
7/1/2025,632,Jap-6,Japanese,saffron cod,260
7/1/2025,632,Jap-6,Japanese,saffron cod,262
7/1/2025,632,Jap-6,Japanese,saffron cod,255
7/1/2025,632,Jap-6,Japanese,saffron cod,272
7/1/2025,632,Jap-6,Japanese,saffron cod,271
7/1/2025,636,Jap-4,Japanese,saffron cod,58
6/30/2025,626,Kai-7,Kaiugnak,starry flounder,94
7/1/2025,633,Jap-2,Japanese,UNID rockfish,61
6/13/2025,614,Laminaria South,Cook,walleye pollock,31
6/13/2025,614,Laminaria South,Cook,walleye pollock,29
6/13/2025,614,Laminaria South,Cook,walleye pollock,38
6/13/2025,614,Laminaria South,Cook,walleye pollock,28
6/13/2025,614,Laminaria South,Cook,walleye pollock,27
6/13/2025,614,Laminaria South,Cook,walleye pollock,33
6/13/2025,614,Laminaria South,Cook,walleye pollock,32
6/13/2025,614,Laminaria South,Cook,walleye pollock,28
6/13/2025,614,Laminaria South,Cook,walleye pollock,28
6/13/2025,614,Laminaria South,Cook,walleye pollock,30
6/13/2025,614,Laminaria South,Cook,walleye pollock,30
6/13/2025,614,Laminaria South,Cook,walleye pollock,32
6/13/2025,614,Laminaria South,Cook,walleye pollock,36
6/13/2025,614,Laminaria South,Cook,walleye pollock,31
6/13/2025,616,Eelgrass West,Cook,walleye pollock,28
6/13/2025,616,Eelgrass West,Cook,walleye pollock,27
6/13/2025,616,Eelgrass West,Cook,walleye pollock,21
6/13/2025,616,Eelgrass West,Cook,walleye pollock,34
6/13/2025,616,Eelgrass West,Cook,walleye pollock,34
6/13/2025,616,Eelgrass West,Cook,walleye pollock,27
6/13/2025,616,Eelgrass West,Cook,walleye pollock,28
6/28/2025,618,Kilu-1,Kiliuda,walleye pollock,42
6/28/2025,618,Kilu-1,Kiliuda,walleye pollock,44
6/28/2025,618,Kilu-1,Kiliuda,walleye pollock,43
6/28/2025,618,Kilu-1,Kiliuda,walleye pollock,38
6/28/2025,618,Kilu-1,Kiliuda,walleye pollock,34
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,38
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,38
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,40
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,39
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,37
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,35
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,36
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,31
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,31
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,33
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,43
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,34
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,42
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,41
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,35
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,38
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,38
6/28/2025,619,Kilu-3,Kiliuda,walleye pollock,32
6/28/2025,621,Kilu-6,Kiliuda,walleye pollock,45
6/28/2025,621,Kilu-6,Kiliuda,walleye pollock,37
6/28/2025,621,Kilu-6,Kiliuda,walleye pollock,38
6/30/2025,624,Kai-3,Kaiugnak,walleye pollock,160
6/30/2025,624,Kai-3,Kaiugnak,walleye pollock,142
6/30/2025,624,Kai-3,Kaiugnak,walleye pollock,163
6/30/2025,624,Kai-3,Kaiugnak,walleye pollock,159
6/30/2025,624,Kai-3,Kaiugnak,walleye pollock,160
6/30/2025,624,Kai-3,Kaiugnak,walleye pollock,167
6/30/2025,626,Kai-7,Kaiugnak,walleye pollock,158
7/6/2025,637,Bar-4,Baralof,walleye pollock,166
7/6/2025,637,Bar-4,Baralof,walleye pollock,155
7/6/2025,637,Bar-4,Baralof,walleye pollock,143
7/6/2025,637,Bar-4,Baralof,walleye pollock,126
7/6/2025,637,Bar-4,Baralof,walleye pollock,139
7/6/2025,637,Bar-4,Baralof,walleye pollock,140
7/6/2025,637,Bar-4,Baralof,walleye pollock,131
7/6/2025,637,Bar-4,Baralof,walleye pollock,150
7/6/2025,637,Bar-4,Baralof,walleye pollock,126
7/6/2025,637,Bar-4,Baralof,walleye pollock,179
7/6/2025,637,Bar-4,Baralof,walleye pollock,138
7/6/2025,637,Bar-4,Baralof,walleye pollock,125
7/6/2025,637,Bar-4,Baralof,walleye pollock,137
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
